canonical_UniProtAC	condensate_id	condensate_name	condensate_type
P46776	91857CE7	Nucleolus	biomolecular
P63261	91857CE7	Nucleolus	biomolecular
Q99832	91857CE7	Nucleolus	biomolecular
P27635	91857CE7	Nucleolus	biomolecular
Q9P1T7	91857CE7	Nucleolus	biomolecular
Q96KR1	91857CE7	Nucleolus	biomolecular
Q9HB71	91857CE7	Nucleolus	biomolecular
P78417	91857CE7	Nucleolus	biomolecular
Q02297	91857CE7	Nucleolus	biomolecular
Q8NC51	91857CE7	Nucleolus	biomolecular
Q92616	91857CE7	Nucleolus	biomolecular
P67870	91857CE7	Nucleolus	biomolecular
P62847	91857CE7	Nucleolus	biomolecular
Q9Y2I2	91857CE7	Nucleolus	biomolecular
Q8N220	91857CE7	Nucleolus	biomolecular
Q9BQ02	91857CE7	Nucleolus	biomolecular
Q9NX24	91857CE7	Nucleolus	biomolecular
P07237	91857CE7	Nucleolus	biomolecular
Q96T60	91857CE7	Nucleolus	biomolecular
P38432	91857CE7	Nucleolus	biomolecular
Q9BYC9	91857CE7	Nucleolus	biomolecular
Q29RF7	91857CE7	Nucleolus	biomolecular
Q68CQ4	91857CE7	Nucleolus	biomolecular
P40429	91857CE7	Nucleolus	biomolecular
P04553	91857CE7	Nucleolus	biomolecular
Q5HYI7	91857CE7	Nucleolus	biomolecular
P48729	91857CE7	Nucleolus	biomolecular
Q9Y383	91857CE7	Nucleolus	biomolecular
O95757	91857CE7	Nucleolus	biomolecular
P16234	91857CE7	Nucleolus	biomolecular
Q5T3I0	91857CE7	Nucleolus	biomolecular
Q8NDF8	91857CE7	Nucleolus	biomolecular
O75439	91857CE7	Nucleolus	biomolecular
Q9H361	91857CE7	Nucleolus	biomolecular
A0A0A0MT08	91857CE7	Nucleolus	biomolecular
O75122	91857CE7	Nucleolus	biomolecular
Q9NX58	91857CE7	Nucleolus	biomolecular
Q15907	91857CE7	Nucleolus	biomolecular
P09110	91857CE7	Nucleolus	biomolecular
P50213	91857CE7	Nucleolus	biomolecular
O43818	91857CE7	Nucleolus	biomolecular
Q8TAA5	91857CE7	Nucleolus	biomolecular
Q15560	91857CE7	Nucleolus	biomolecular
Q9NRF8	91857CE7	Nucleolus	biomolecular
Q9BQ67	91857CE7	Nucleolus	biomolecular
Q96AY2	91857CE7	Nucleolus	biomolecular
Q9NYV6	91857CE7	Nucleolus	biomolecular
P31949	91857CE7	Nucleolus	biomolecular
Q9H6P5	91857CE7	Nucleolus	biomolecular
Q9NS39	91857CE7	Nucleolus	biomolecular
Q86SE5	91857CE7	Nucleolus	biomolecular
Q15050	91857CE7	Nucleolus	biomolecular
P53597	91857CE7	Nucleolus	biomolecular
P49959	91857CE7	Nucleolus	biomolecular
Q96E11	91857CE7	Nucleolus	biomolecular
Q6NW34	91857CE7	Nucleolus	biomolecular
P31930	91857CE7	Nucleolus	biomolecular
Q9NVA1	91857CE7	Nucleolus	biomolecular
P06744	91857CE7	Nucleolus	biomolecular
P18887	91857CE7	Nucleolus	biomolecular
Q8WYQ5	91857CE7	Nucleolus	biomolecular
Q9UNM6	91857CE7	Nucleolus	biomolecular
P04181	91857CE7	Nucleolus	biomolecular
Q8TDD1	91857CE7	Nucleolus	biomolecular
Q00839	91857CE7	Nucleolus	biomolecular
Q13620	91857CE7	Nucleolus	biomolecular
Q9NPE3	91857CE7	Nucleolus	biomolecular
Q15061	91857CE7	Nucleolus	biomolecular
Q9UNQ2	91857CE7	Nucleolus	biomolecular
Q7Z6E9	91857CE7	Nucleolus	biomolecular
Q5T9A4	91857CE7	Nucleolus	biomolecular
Q13308	91857CE7	Nucleolus	biomolecular
P0DPB5	91857CE7	Nucleolus	biomolecular
Q8WVM7	91857CE7	Nucleolus	biomolecular
Q02878	91857CE7	Nucleolus	biomolecular
P58876	91857CE7	Nucleolus	biomolecular
P16104	91857CE7	Nucleolus	biomolecular
Q7Z2T5	91857CE7	Nucleolus	biomolecular
P24928	91857CE7	Nucleolus	biomolecular
Q8ND90	91857CE7	Nucleolus	biomolecular
P62750	91857CE7	Nucleolus	biomolecular
P49736	91857CE7	Nucleolus	biomolecular
Q9BWF3	91857CE7	Nucleolus	biomolecular
Q10567	91857CE7	Nucleolus	biomolecular
Q9UI30	91857CE7	Nucleolus	biomolecular
Q15019	91857CE7	Nucleolus	biomolecular
O14776	91857CE7	Nucleolus	biomolecular
P28370	91857CE7	Nucleolus	biomolecular
Q12840	91857CE7	Nucleolus	biomolecular
Q5H9F3	91857CE7	Nucleolus	biomolecular
Q15084	91857CE7	Nucleolus	biomolecular
Q8TCS8	91857CE7	Nucleolus	biomolecular
P42771	91857CE7	Nucleolus	biomolecular
P42766	91857CE7	Nucleolus	biomolecular
Q9GZS3	91857CE7	Nucleolus	biomolecular
Q5RKV6	91857CE7	Nucleolus	biomolecular
Q13505	91857CE7	Nucleolus	biomolecular
Q9NTM9	91857CE7	Nucleolus	biomolecular
Q38SD2	91857CE7	Nucleolus	biomolecular
P14618	91857CE7	Nucleolus	biomolecular
Q4VXU2	91857CE7	Nucleolus	biomolecular
Q9NW13	91857CE7	Nucleolus	biomolecular
Q9H4Y5	91857CE7	Nucleolus	biomolecular
Q9BWF2	91857CE7	Nucleolus	biomolecular
Q9BYG3	91857CE7	Nucleolus	biomolecular
Q68D10	91857CE7	Nucleolus	biomolecular
Q9H2U2	91857CE7	Nucleolus	biomolecular
Q8NHQ9	91857CE7	Nucleolus	biomolecular
Q12873	91857CE7	Nucleolus	biomolecular
Q9NP64	91857CE7	Nucleolus	biomolecular
Q6W2J9	91857CE7	Nucleolus	biomolecular
Q16720	91857CE7	Nucleolus	biomolecular
O15212	91857CE7	Nucleolus	biomolecular
P62877	91857CE7	Nucleolus	biomolecular
P23193	91857CE7	Nucleolus	biomolecular
Q06830	91857CE7	Nucleolus	biomolecular
P10515	91857CE7	Nucleolus	biomolecular
Q9BV38	91857CE7	Nucleolus	biomolecular
P49207	91857CE7	Nucleolus	biomolecular
Q9UQ80	91857CE7	Nucleolus	biomolecular
O96008	91857CE7	Nucleolus	biomolecular
P50750	91857CE7	Nucleolus	biomolecular
Q14103	91857CE7	Nucleolus	biomolecular
Q08211	91857CE7	Nucleolus	biomolecular
Q96HI0	91857CE7	Nucleolus	biomolecular
Q9Y2L1	91857CE7	Nucleolus	biomolecular
P83881	91857CE7	Nucleolus	biomolecular
P0CG48	91857CE7	Nucleolus	biomolecular
P10809	91857CE7	Nucleolus	biomolecular
P17812	91857CE7	Nucleolus	biomolecular
O60936	91857CE7	Nucleolus	biomolecular
Q9HBD4	91857CE7	Nucleolus	biomolecular
P63244	91857CE7	Nucleolus	biomolecular
Q8WV24	91857CE7	Nucleolus	biomolecular
P55039	91857CE7	Nucleolus	biomolecular
P27708	91857CE7	Nucleolus	biomolecular
P26196	91857CE7	Nucleolus	biomolecular
P62906	91857CE7	Nucleolus	biomolecular
Q9Y4W2	91857CE7	Nucleolus	biomolecular
Q8NHM5	91857CE7	Nucleolus	biomolecular
V9GYY5	91857CE7	Nucleolus	biomolecular
P60842	91857CE7	Nucleolus	biomolecular
Q8N4T8	91857CE7	Nucleolus	biomolecular
Q96Q89	91857CE7	Nucleolus	biomolecular
Q6STE5	91857CE7	Nucleolus	biomolecular
Q13243	91857CE7	Nucleolus	biomolecular
P08670	91857CE7	Nucleolus	biomolecular
A2RTX5	91857CE7	Nucleolus	biomolecular
O94818	91857CE7	Nucleolus	biomolecular
Q92993	91857CE7	Nucleolus	biomolecular
P27144	91857CE7	Nucleolus	biomolecular
P00338	91857CE7	Nucleolus	biomolecular
P52895	91857CE7	Nucleolus	biomolecular
P11387	91857CE7	Nucleolus	biomolecular
P39019	91857CE7	Nucleolus	biomolecular
Q9H2U1	91857CE7	Nucleolus	biomolecular
O00628	91857CE7	Nucleolus	biomolecular
Q8TEM1	91857CE7	Nucleolus	biomolecular
Q0WX57	91857CE7	Nucleolus	biomolecular
Q9NSD9	91857CE7	Nucleolus	biomolecular
Q99575	91857CE7	Nucleolus	biomolecular
P26583	91857CE7	Nucleolus	biomolecular
P55265	91857CE7	Nucleolus	biomolecular
Q5T280	91857CE7	Nucleolus	biomolecular
Q9H814	91857CE7	Nucleolus	biomolecular
Q9UGY1	91857CE7	Nucleolus	biomolecular
Q8TEX9	91857CE7	Nucleolus	biomolecular
Q9P2R7	91857CE7	Nucleolus	biomolecular
P25789	91857CE7	Nucleolus	biomolecular
P04792	91857CE7	Nucleolus	biomolecular
Q99962	91857CE7	Nucleolus	biomolecular
Q16718	91857CE7	Nucleolus	biomolecular
Q9H8W3	91857CE7	Nucleolus	biomolecular
Q96BK5	91857CE7	Nucleolus	biomolecular
Q5TCX8	91857CE7	Nucleolus	biomolecular
P50613	91857CE7	Nucleolus	biomolecular
Q16531	91857CE7	Nucleolus	biomolecular
Q53GS9	91857CE7	Nucleolus	biomolecular
Q9H6R4	91857CE7	Nucleolus	biomolecular
P50990	91857CE7	Nucleolus	biomolecular
P05198	91857CE7	Nucleolus	biomolecular
Q76FK4	91857CE7	Nucleolus	biomolecular
Q8IYF1	91857CE7	Nucleolus	biomolecular
Q8WW32	91857CE7	Nucleolus	biomolecular
Q96NC0	91857CE7	Nucleolus	biomolecular
Q8WWY3	91857CE7	Nucleolus	biomolecular
Q13895	91857CE7	Nucleolus	biomolecular
P50991	91857CE7	Nucleolus	biomolecular
P31948	91857CE7	Nucleolus	biomolecular
P62308	91857CE7	Nucleolus	biomolecular
Q96JD6	91857CE7	Nucleolus	biomolecular
Q09161	91857CE7	Nucleolus	biomolecular
Q9NY93	91857CE7	Nucleolus	biomolecular
Q9NV06	91857CE7	Nucleolus	biomolecular
Q9H223	91857CE7	Nucleolus	biomolecular
Q8N136	91857CE7	Nucleolus	biomolecular
Q9H6F5	91857CE7	Nucleolus	biomolecular
Q16772	91857CE7	Nucleolus	biomolecular
Q9Y5J9	91857CE7	Nucleolus	biomolecular
Q9NVP1	91857CE7	Nucleolus	biomolecular
P78346	91857CE7	Nucleolus	biomolecular
O15479	91857CE7	Nucleolus	biomolecular
P33778	91857CE7	Nucleolus	biomolecular
P23634	91857CE7	Nucleolus	biomolecular
P13639	91857CE7	Nucleolus	biomolecular
Q71UI9	91857CE7	Nucleolus	biomolecular
Q9NVC2	91857CE7	Nucleolus	biomolecular
Q86XI2	91857CE7	Nucleolus	biomolecular
P84098	91857CE7	Nucleolus	biomolecular
Q1ED39	91857CE7	Nucleolus	biomolecular
Q8WV44	91857CE7	Nucleolus	biomolecular
Q12906	91857CE7	Nucleolus	biomolecular
Q9BTM1	91857CE7	Nucleolus	biomolecular
O75818	91857CE7	Nucleolus	biomolecular
Q96CX3	91857CE7	Nucleolus	biomolecular
Q9NU22	91857CE7	Nucleolus	biomolecular
Q8TBF4	91857CE7	Nucleolus	biomolecular
Q00610	91857CE7	Nucleolus	biomolecular
Q13838	91857CE7	Nucleolus	biomolecular
Q9Y2P8	91857CE7	Nucleolus	biomolecular
P61764	91857CE7	Nucleolus	biomolecular
Q9Y324	91857CE7	Nucleolus	biomolecular
Q6MZM0	91857CE7	Nucleolus	biomolecular
Q9C086	91857CE7	Nucleolus	biomolecular
P51532	91857CE7	Nucleolus	biomolecular
P25685	91857CE7	Nucleolus	biomolecular
P05114	91857CE7	Nucleolus	biomolecular
Q9BXX2	91857CE7	Nucleolus	biomolecular
Q9NWH9	91857CE7	Nucleolus	biomolecular
Q969H0	91857CE7	Nucleolus	biomolecular
O60220	91857CE7	Nucleolus	biomolecular
Q8N5K1	91857CE7	Nucleolus	biomolecular
Q9H4A4	91857CE7	Nucleolus	biomolecular
Q8N3U4	91857CE7	Nucleolus	biomolecular
P53621	91857CE7	Nucleolus	biomolecular
Q93077	91857CE7	Nucleolus	biomolecular
Q13823	91857CE7	Nucleolus	biomolecular
P32969	91857CE7	Nucleolus	biomolecular
Q8NEF9	91857CE7	Nucleolus	biomolecular
Q5EE01	91857CE7	Nucleolus	biomolecular
Q14146	91857CE7	Nucleolus	biomolecular
Q63HN8	91857CE7	Nucleolus	biomolecular
Q03164	91857CE7	Nucleolus	biomolecular
Q9Y3Y2	91857CE7	Nucleolus	biomolecular
Q9Y5J7	91857CE7	Nucleolus	biomolecular
Q9NRN9	91857CE7	Nucleolus	biomolecular
Q14978	91857CE7	Nucleolus	biomolecular
Q66PJ3	91857CE7	Nucleolus	biomolecular
P78563	91857CE7	Nucleolus	biomolecular
O00505	91857CE7	Nucleolus	biomolecular
Q9P1U0	91857CE7	Nucleolus	biomolecular
O00629	91857CE7	Nucleolus	biomolecular
P57721	91857CE7	Nucleolus	biomolecular
O96019	91857CE7	Nucleolus	biomolecular
Q8TB73	91857CE7	Nucleolus	biomolecular
Q05639	91857CE7	Nucleolus	biomolecular
Q9Y3U8	91857CE7	Nucleolus	biomolecular
P62701	91857CE7	Nucleolus	biomolecular
P13645	91857CE7	Nucleolus	biomolecular
Q14320	91857CE7	Nucleolus	biomolecular
Q14008	91857CE7	Nucleolus	biomolecular
Q969M1	91857CE7	Nucleolus	biomolecular
O43395	91857CE7	Nucleolus	biomolecular
Q16666	91857CE7	Nucleolus	biomolecular
P00558	91857CE7	Nucleolus	biomolecular
Q96B26	91857CE7	Nucleolus	biomolecular
P21359	91857CE7	Nucleolus	biomolecular
P21912	91857CE7	Nucleolus	biomolecular
P14635	91857CE7	Nucleolus	biomolecular
Q9BVJ6	91857CE7	Nucleolus	biomolecular
Q9Y2K7	91857CE7	Nucleolus	biomolecular
Q9Y3B2	91857CE7	Nucleolus	biomolecular
O96005	91857CE7	Nucleolus	biomolecular
P38159	91857CE7	Nucleolus	biomolecular
O43709	91857CE7	Nucleolus	biomolecular
P61353	91857CE7	Nucleolus	biomolecular
Q96EZ8	91857CE7	Nucleolus	biomolecular
Q04695	91857CE7	Nucleolus	biomolecular
Q03701	91857CE7	Nucleolus	biomolecular
O43809	91857CE7	Nucleolus	biomolecular
Q99963	91857CE7	Nucleolus	biomolecular
Q8NEJ9	91857CE7	Nucleolus	biomolecular
P54577	91857CE7	Nucleolus	biomolecular
Q8N3Z6	91857CE7	Nucleolus	biomolecular
Q6ZUT1	91857CE7	Nucleolus	biomolecular
Q96TA2	91857CE7	Nucleolus	biomolecular
O75691	91857CE7	Nucleolus	biomolecular
P54652	91857CE7	Nucleolus	biomolecular
P23396	91857CE7	Nucleolus	biomolecular
Q92841	91857CE7	Nucleolus	biomolecular
P05387	91857CE7	Nucleolus	biomolecular
Q7L7L0	91857CE7	Nucleolus	biomolecular
P51531	91857CE7	Nucleolus	biomolecular
Q8WXF1	91857CE7	Nucleolus	biomolecular
Q9H1J1	91857CE7	Nucleolus	biomolecular
P60891	91857CE7	Nucleolus	biomolecular
A0FGR8	91857CE7	Nucleolus	biomolecular
Q9BVP2	91857CE7	Nucleolus	biomolecular
Q13151	91857CE7	Nucleolus	biomolecular
Q969P6	91857CE7	Nucleolus	biomolecular
Q13573	91857CE7	Nucleolus	biomolecular
Q9Y6B6	91857CE7	Nucleolus	biomolecular
O75151	91857CE7	Nucleolus	biomolecular
Q9H4I0	91857CE7	Nucleolus	biomolecular
O14746	91857CE7	Nucleolus	biomolecular
Q92747	91857CE7	Nucleolus	biomolecular
Q9H633	91857CE7	Nucleolus	biomolecular
Q92598	91857CE7	Nucleolus	biomolecular
P56192	91857CE7	Nucleolus	biomolecular
Q8WV22	91857CE7	Nucleolus	biomolecular
Q15029	91857CE7	Nucleolus	biomolecular
Q6UB28	91857CE7	Nucleolus	biomolecular
Q92547	91857CE7	Nucleolus	biomolecular
Q9UIG0	91857CE7	Nucleolus	biomolecular
P11388	91857CE7	Nucleolus	biomolecular
P82914	91857CE7	Nucleolus	biomolecular
Q92979	91857CE7	Nucleolus	biomolecular
A4D1E9	91857CE7	Nucleolus	biomolecular
Q9UHP7	91857CE7	Nucleolus	biomolecular
Q9NVN8	91857CE7	Nucleolus	biomolecular
Q8IY57	91857CE7	Nucleolus	biomolecular
O00746	91857CE7	Nucleolus	biomolecular
Q9UDY4	91857CE7	Nucleolus	biomolecular
P51649	91857CE7	Nucleolus	biomolecular
Q07020	91857CE7	Nucleolus	biomolecular
P51659	91857CE7	Nucleolus	biomolecular
Q8NB16	91857CE7	Nucleolus	biomolecular
Q96RP9	91857CE7	Nucleolus	biomolecular
P63279	91857CE7	Nucleolus	biomolecular
P68104	91857CE7	Nucleolus	biomolecular
Q9P016	91857CE7	Nucleolus	biomolecular
Q9H0D6	91857CE7	Nucleolus	biomolecular
P30405	91857CE7	Nucleolus	biomolecular
P08729	91857CE7	Nucleolus	biomolecular
Q9H0C2	91857CE7	Nucleolus	biomolecular
P83916	91857CE7	Nucleolus	biomolecular
Q9BZZ5	91857CE7	Nucleolus	biomolecular
P43897	91857CE7	Nucleolus	biomolecular
Q96PU4	91857CE7	Nucleolus	biomolecular
P39748	91857CE7	Nucleolus	biomolecular
Q9H0U4	91857CE7	Nucleolus	biomolecular
A6NHR9	91857CE7	Nucleolus	biomolecular
Q92804	91857CE7	Nucleolus	biomolecular
Q96G21	91857CE7	Nucleolus	biomolecular
O00217	91857CE7	Nucleolus	biomolecular
Q8NBQ7	91857CE7	Nucleolus	biomolecular
Q9P2D1	91857CE7	Nucleolus	biomolecular
Q8N567	91857CE7	Nucleolus	biomolecular
O15550	91857CE7	Nucleolus	biomolecular
O15381	91857CE7	Nucleolus	biomolecular
Q9H9Y2	91857CE7	Nucleolus	biomolecular
Q2NL82	91857CE7	Nucleolus	biomolecular
Q9BZI7	91857CE7	Nucleolus	biomolecular
P48730	91857CE7	Nucleolus	biomolecular
O75396	91857CE7	Nucleolus	biomolecular
Q9NT12	91857CE7	Nucleolus	biomolecular
P09234	91857CE7	Nucleolus	biomolecular
Q5S007	91857CE7	Nucleolus	biomolecular
Q8WZ33	91857CE7	Nucleolus	biomolecular
O60287	91857CE7	Nucleolus	biomolecular
P40222	91857CE7	Nucleolus	biomolecular
Q02539	91857CE7	Nucleolus	biomolecular
P09327	91857CE7	Nucleolus	biomolecular
P12235	91857CE7	Nucleolus	biomolecular
Q9H869	91857CE7	Nucleolus	biomolecular
P19338	91857CE7	Nucleolus	biomolecular
P06396	91857CE7	Nucleolus	biomolecular
Q53HL2	91857CE7	Nucleolus	biomolecular
Q8NG50	91857CE7	Nucleolus	biomolecular
Q96QA6	91857CE7	Nucleolus	biomolecular
Q96NY9	91857CE7	Nucleolus	biomolecular
P09972	91857CE7	Nucleolus	biomolecular
P05141	91857CE7	Nucleolus	biomolecular
Q9UBU8	91857CE7	Nucleolus	biomolecular
P34932	91857CE7	Nucleolus	biomolecular
Q9P275	91857CE7	Nucleolus	biomolecular
Q9H501	91857CE7	Nucleolus	biomolecular
Q14684	91857CE7	Nucleolus	biomolecular
Q9NQT5	91857CE7	Nucleolus	biomolecular
Q9NY65	91857CE7	Nucleolus	biomolecular
P46777	91857CE7	Nucleolus	biomolecular
P62861	91857CE7	Nucleolus	biomolecular
Q92759	91857CE7	Nucleolus	biomolecular
P0DPH8	91857CE7	Nucleolus	biomolecular
P49715	91857CE7	Nucleolus	biomolecular
Q15937	91857CE7	Nucleolus	biomolecular
O95833	91857CE7	Nucleolus	biomolecular
Q6P1J9	91857CE7	Nucleolus	biomolecular
Q9NZM5	91857CE7	Nucleolus	biomolecular
Q86WX3	91857CE7	Nucleolus	biomolecular
Q92995	91857CE7	Nucleolus	biomolecular
P27695	91857CE7	Nucleolus	biomolecular
Q16836	91857CE7	Nucleolus	biomolecular
Q9Y606	91857CE7	Nucleolus	biomolecular
Q9NXZ2	91857CE7	Nucleolus	biomolecular
P41091	91857CE7	Nucleolus	biomolecular
O60832	91857CE7	Nucleolus	biomolecular
O60218	91857CE7	Nucleolus	biomolecular
P49720	91857CE7	Nucleolus	biomolecular
O15144	91857CE7	Nucleolus	biomolecular
P56180	91857CE7	Nucleolus	biomolecular
Q6ZN17	91857CE7	Nucleolus	biomolecular
O75683	91857CE7	Nucleolus	biomolecular
O60841	91857CE7	Nucleolus	biomolecular
O75150	91857CE7	Nucleolus	biomolecular
Q99878	91857CE7	Nucleolus	biomolecular
Q15366	91857CE7	Nucleolus	biomolecular
Q5SY16	91857CE7	Nucleolus	biomolecular
P07199	91857CE7	Nucleolus	biomolecular
P16401	91857CE7	Nucleolus	biomolecular
Q9NVI1	91857CE7	Nucleolus	biomolecular
Q6BCY4	91857CE7	Nucleolus	biomolecular
Q01081	91857CE7	Nucleolus	biomolecular
Q96GM5	91857CE7	Nucleolus	biomolecular
P13929	91857CE7	Nucleolus	biomolecular
Q02880	91857CE7	Nucleolus	biomolecular
Q9Y314	91857CE7	Nucleolus	biomolecular
P31327	91857CE7	Nucleolus	biomolecular
O14802	91857CE7	Nucleolus	biomolecular
Q9H2Y7	91857CE7	Nucleolus	biomolecular
Q8WXE1	91857CE7	Nucleolus	biomolecular
P52815	91857CE7	Nucleolus	biomolecular
Q9BY77	91857CE7	Nucleolus	biomolecular
Q86VP6	91857CE7	Nucleolus	biomolecular
Q16533	91857CE7	Nucleolus	biomolecular
O14980	91857CE7	Nucleolus	biomolecular
P36873	91857CE7	Nucleolus	biomolecular
O15055	91857CE7	Nucleolus	biomolecular
Q5XG87	91857CE7	Nucleolus	biomolecular
Q9BZE4	91857CE7	Nucleolus	biomolecular
Q16790	91857CE7	Nucleolus	biomolecular
O76094	91857CE7	Nucleolus	biomolecular
O00743	91857CE7	Nucleolus	biomolecular
P62851	91857CE7	Nucleolus	biomolecular
Q02750	91857CE7	Nucleolus	biomolecular
Q9Y3S2	91857CE7	Nucleolus	biomolecular
Q9NRX1	91857CE7	Nucleolus	biomolecular
Q00266	91857CE7	Nucleolus	biomolecular
Q9NV31	91857CE7	Nucleolus	biomolecular
P14868	91857CE7	Nucleolus	biomolecular
P35269	91857CE7	Nucleolus	biomolecular
Q6P2E9	91857CE7	Nucleolus	biomolecular
Q8NHR9	91857CE7	Nucleolus	biomolecular
Q9H898	91857CE7	Nucleolus	biomolecular
Q14683	91857CE7	Nucleolus	biomolecular
Q8IUE6	91857CE7	Nucleolus	biomolecular
Q5VWX1	91857CE7	Nucleolus	biomolecular
P55145	91857CE7	Nucleolus	biomolecular
Q9UJV9	91857CE7	Nucleolus	biomolecular
Q9UHC1	91857CE7	Nucleolus	biomolecular
Q7RTV2	91857CE7	Nucleolus	biomolecular
Q8IZU1	91857CE7	Nucleolus	biomolecular
Q13547	91857CE7	Nucleolus	biomolecular
P52292	91857CE7	Nucleolus	biomolecular
P45974	91857CE7	Nucleolus	biomolecular
Q9HAV7	91857CE7	Nucleolus	biomolecular
Q05952	91857CE7	Nucleolus	biomolecular
P61978	91857CE7	Nucleolus	biomolecular
O95602	91857CE7	Nucleolus	biomolecular
Q13503	91857CE7	Nucleolus	biomolecular
P62318	91857CE7	Nucleolus	biomolecular
Q96C57	91857CE7	Nucleolus	biomolecular
Q99879	91857CE7	Nucleolus	biomolecular
Q5T5X7	91857CE7	Nucleolus	biomolecular
P62753	91857CE7	Nucleolus	biomolecular
Q5H9S7	91857CE7	Nucleolus	biomolecular
Q9NR30	91857CE7	Nucleolus	biomolecular
P22607	91857CE7	Nucleolus	biomolecular
P23246	91857CE7	Nucleolus	biomolecular
P25398	91857CE7	Nucleolus	biomolecular
Q9UI10	91857CE7	Nucleolus	biomolecular
O15213	91857CE7	Nucleolus	biomolecular
O00299	91857CE7	Nucleolus	biomolecular
P10721	91857CE7	Nucleolus	biomolecular
P63165	91857CE7	Nucleolus	biomolecular
Q96GC6	91857CE7	Nucleolus	biomolecular
Q9BRX2	91857CE7	Nucleolus	biomolecular
P46781	91857CE7	Nucleolus	biomolecular
P45880	91857CE7	Nucleolus	biomolecular
P42696	91857CE7	Nucleolus	biomolecular
P26368	91857CE7	Nucleolus	biomolecular
P46779	91857CE7	Nucleolus	biomolecular
P60228	91857CE7	Nucleolus	biomolecular
Q96PM9	91857CE7	Nucleolus	biomolecular
Q9BRJ7	91857CE7	Nucleolus	biomolecular
Q9BRU9	91857CE7	Nucleolus	biomolecular
P54819	91857CE7	Nucleolus	biomolecular
Q8N684	91857CE7	Nucleolus	biomolecular
P29401	91857CE7	Nucleolus	biomolecular
O75366	91857CE7	Nucleolus	biomolecular
Q9BUL9	91857CE7	Nucleolus	biomolecular
P41250	91857CE7	Nucleolus	biomolecular
Q9BRT6	91857CE7	Nucleolus	biomolecular
O15226	91857CE7	Nucleolus	biomolecular
Q9NRH3	91857CE7	Nucleolus	biomolecular
P17066	91857CE7	Nucleolus	biomolecular
Q9BQ04	91857CE7	Nucleolus	biomolecular
Q9UL42	91857CE7	Nucleolus	biomolecular
O60518	91857CE7	Nucleolus	biomolecular
O15347	91857CE7	Nucleolus	biomolecular
P26373	91857CE7	Nucleolus	biomolecular
P62910	91857CE7	Nucleolus	biomolecular
Q5UIP0	91857CE7	Nucleolus	biomolecular
P35251	91857CE7	Nucleolus	biomolecular
P22626	91857CE7	Nucleolus	biomolecular
Q6P587	91857CE7	Nucleolus	biomolecular
Q9H583	91857CE7	Nucleolus	biomolecular
Q3B726	91857CE7	Nucleolus	biomolecular
Q9HAU8	91857CE7	Nucleolus	biomolecular
P19525	91857CE7	Nucleolus	biomolecular
P62258	91857CE7	Nucleolus	biomolecular
Q5VU65	91857CE7	Nucleolus	biomolecular
P49916	91857CE7	Nucleolus	biomolecular
P35250	91857CE7	Nucleolus	biomolecular
Q9UJ98	91857CE7	Nucleolus	biomolecular
P13804	91857CE7	Nucleolus	biomolecular
P98179	91857CE7	Nucleolus	biomolecular
O15145	91857CE7	Nucleolus	biomolecular
P68366	91857CE7	Nucleolus	biomolecular
Q6JQN1	91857CE7	Nucleolus	biomolecular
Q9NR31	91857CE7	Nucleolus	biomolecular
Q6RFH5	91857CE7	Nucleolus	biomolecular
O00410	91857CE7	Nucleolus	biomolecular
Q8NE22	91857CE7	Nucleolus	biomolecular
O95478	91857CE7	Nucleolus	biomolecular
P35232	91857CE7	Nucleolus	biomolecular
O75390	91857CE7	Nucleolus	biomolecular
P02545	91857CE7	Nucleolus	biomolecular
Q14697	91857CE7	Nucleolus	biomolecular
P18124	91857CE7	Nucleolus	biomolecular
Q9BQS7	91857CE7	Nucleolus	biomolecular
Q15269	91857CE7	Nucleolus	biomolecular
P23284	91857CE7	Nucleolus	biomolecular
Q9Y3A2	91857CE7	Nucleolus	biomolecular
Q96LW9	91857CE7	Nucleolus	biomolecular
Q9P258	91857CE7	Nucleolus	biomolecular
Q7Z2E3	91857CE7	Nucleolus	biomolecular
P35080	91857CE7	Nucleolus	biomolecular
Q16629	91857CE7	Nucleolus	biomolecular
P30613	91857CE7	Nucleolus	biomolecular
P62304	91857CE7	Nucleolus	biomolecular
Q9Y3T9	91857CE7	Nucleolus	biomolecular
O00566	91857CE7	Nucleolus	biomolecular
P29375	91857CE7	Nucleolus	biomolecular
P32780	91857CE7	Nucleolus	biomolecular
P09104	91857CE7	Nucleolus	biomolecular
P21802	91857CE7	Nucleolus	biomolecular
Q9BQ75	91857CE7	Nucleolus	biomolecular
P63010	91857CE7	Nucleolus	biomolecular
P62316	91857CE7	Nucleolus	biomolecular
O60870	91857CE7	Nucleolus	biomolecular
Q9GZS1	91857CE7	Nucleolus	biomolecular
A0A3B3ITZ1	91857CE7	Nucleolus	biomolecular
P51553	91857CE7	Nucleolus	biomolecular
Q15652	91857CE7	Nucleolus	biomolecular
P26640	91857CE7	Nucleolus	biomolecular
P61236	91857CE7	Nucleolus	biomolecular
P16402	91857CE7	Nucleolus	biomolecular
Q9NRX2	91857CE7	Nucleolus	biomolecular
P47914	91857CE7	Nucleolus	biomolecular
P08621	91857CE7	Nucleolus	biomolecular
Q8NDD1	91857CE7	Nucleolus	biomolecular
O60828	91857CE7	Nucleolus	biomolecular
O75934	91857CE7	Nucleolus	biomolecular
