entrez_id	gene_symbol	is_methylarginine_protein	contributing_term_count	contributing_term_ids	contributing_term_names
7157	TP53	True	6	C0002736;C0085084;C0393554;C0543859;C1862941;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;Amyotrophic Lateral Sclerosis, Sporadic;Motor neuron atrophy
7161	TP73	False	1	C0002736	Amyotrophic Lateral Sclerosis
121278	TPH2	False	1	C0002736	Amyotrophic Lateral Sclerosis
7169	TPM2	False	1	C4082299	Bulbar palsy
7170	TPM3	True	1	C4082299	Bulbar palsy
7173	TPO	False	1	C0002736	Amyotrophic Lateral Sclerosis
11076	TPPP	False	4	C0002736;C0085084;C0338451;C0751072	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration
25823	TPSG1	False	1	C4011788	Behavioral variant of frontotemporal dementia
66008	TRAK2	False	2	C1859807;C3468114	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);Juvenile amyotrophic lateral sclerosis
54209	TREM2	False	10	C0002736;C0085084;C0338451;C0751072;C1839042;C1862941;C1865412;C3811918;C4011788;C4021584	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Upper motor neuron dysfunction;Amyotrophic Lateral Sclerosis, Sporadic;Abnormal lower motor neuron morphology;GRN-related frontotemporal dementia;Behavioral variant of frontotemporal dementia;Frontotemporal cerebral atrophy
5987	TRIM27	False	1	C0002736	Amyotrophic Lateral Sclerosis
140691	TRIM69	False	1	C0002736	Amyotrophic Lateral Sclerosis
7226	TRPM2	False	1	C0002736	Amyotrophic Lateral Sclerosis
54822	TRPM7	False	5	C0002736;C0543859;C1865412;C4016940;C4082299	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Guam Form;Abnormal lower motor neuron morphology;AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1, SUSCEPTIBILITY TO;Bulbar palsy
59341	TRPV4	False	1	C3661519	Hereditary Motor Neuronopathy
10665	TSBP1	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
10194	TSHZ1	False	1	C0002736	Amyotrophic Lateral Sclerosis
706	TSPO	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
84630	TTBK1	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
146057	TTBK2	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
7273	TTN	True	1	C0002736	Amyotrophic Lateral Sclerosis
7276	TTR	False	1	C0002736	Amyotrophic Lateral Sclerosis
7846	TUBA1A	False	2	C0002736;C1833662	Amyotrophic Lateral Sclerosis;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA
10376	TUBA1B	True	2	C0002736;C1833662	Amyotrophic Lateral Sclerosis;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA
7277	TUBA4A	True	5	C0002736;C0338451;C4015512;C4016414;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA;AMYOTROPHIC LATERAL SCLEROSIS 22 WITH FRONTOTEMPORAL DEMENTIA;Amyotrophic Lateral Sclerosis, Familial
27229	TUBGCP4	False	1	C0002736	Amyotrophic Lateral Sclerosis
11334	TUSC2	True	2	C0002736;C4024896	Amyotrophic Lateral Sclerosis;Motor neuron atrophy
56652	TWNK	False	1	C0749870	Upper motor neuron signs
7295	TXN	False	3	C0002736;C1862939;C4551993	Amyotrophic Lateral Sclerosis;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Familial
7296	TXNRD1	True	2	C1862939;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Familial
7301	TYRO3	False	1	C0338451	Frontotemporal dementia
7305	TYROBP	False	1	C4025723	Abnormal upper motor neuron morphology
51271	UBAP1	False	2	C0751072;C3811918	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
7316	UBC	False	1	C0002736	Amyotrophic Lateral Sclerosis
7328	UBE2H	False	1	C0002736	Amyotrophic Lateral Sclerosis
7335	UBE2V1	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
29855	UBN1	False	3	C0002736;C0338451;C1843792	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED
29979	UBQLN1	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
29978	UBQLN2	True	10	C0002736;C0085084;C0338451;C0751072;C1862939;C1862941;C3275459;C3811918;C3888102;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 15, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Amyotrophic Lateral Sclerosis, Familial
56893	UBQLN4	False	1	C1862939	AMYOTROPHIC LATERAL SCLEROSIS 1
7345	UCHL1	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
7350	UCP1	False	1	C0002736	Amyotrophic Lateral Sclerosis
7351	UCP2	False	1	C0002736	Amyotrophic Lateral Sclerosis
7352	UCP3	False	1	C0002736	Amyotrophic Lateral Sclerosis
7357	UGCG	False	1	C0002736	Amyotrophic Lateral Sclerosis
9094	UNC119	True	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
23025	UNC13A	False	8	C0002736;C0338451;C0393554;C0543859;C1842675;C1862939;C1862941;C3542025	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
10497	UNC13B	False	1	C0002736	Amyotrophic Lateral Sclerosis
5976	UPF1	True	1	C0002736	Amyotrophic Lateral Sclerosis
105375355	UPK3B	False	1	C0085084	Motor Neuron Disease
7402	UTRN	True	1	C0002736	Amyotrophic Lateral Sclerosis
10911	UTS2	False	1	C4522181	Brachial Amyotrophic Diplegia
6843	VAMP1	True	1	C4082299	Bulbar palsy
9218	VAPA	True	1	C0002736	Amyotrophic Lateral Sclerosis
9217	VAPB	True	7	C0002736;C0085084;C1837728;C1854059;C1862939;C4024896;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;AMYOTROPHIC LATERAL SCLEROSIS 8 (disorder);AMYOTROPHIC LATERAL SCLEROSIS, TYPICAL;AMYOTROPHIC LATERAL SCLEROSIS 1;Motor neuron atrophy;Amyotrophic Lateral Sclerosis, Familial
7415	VCP	True	21	C0002736;C0085084;C0338451;C0751072;C1833662;C1839042;C1843792;C1862939;C1862941;C1865412;C3151403;C3152097;C3811918;C3888102;C4011788;C4021584;C4024896;C4025723;C4082299;C4551951;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA;Upper motor neuron dysfunction;FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Abnormal lower motor neuron morphology;AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA;AMYOTROPHIC LATERAL SCLEROSIS 14 WITHOUT FRONTOTEMPORAL DEMENTIA;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Behavioral variant of frontotemporal dementia;Frontotemporal cerebral atrophy;Motor neuron atrophy;Abnormal upper motor neuron morphology;Bulbar palsy;Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1;Amyotrophic Lateral Sclerosis, Familial
7416	VDAC1	True	1	C0002736	Amyotrophic Lateral Sclerosis
7421	VDR	False	1	C0002736	Amyotrophic Lateral Sclerosis
7422	VEGFA	False	9	C0002736;C0085084;C0338451;C0751072;C1862939;C1862941;C3542025;C3811918;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE;GRN-related frontotemporal dementia;Motor neuron atrophy
7423	VEGFB	False	1	C4024896	Motor neuron atrophy
7425	VGF	False	1	C0002736	Amyotrophic Lateral Sclerosis
7431	VIM	True	9	C0002736;C0085084;C0270763;C0270764;C0521659;C0543858;C1862939;C1862941;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Familial Motor Neuron Disease;Motor Neuron Disease, Lower;Motor Neuron Disease, Upper;Motor Neuron Disease, Secondary;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
137492	VPS37A	False	1	C0521659	Motor Neuron Disease, Upper
51542	VPS54	False	6	C0002736;C0085084;C1862939;C1862941;C3542025;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE;Motor neuron atrophy
7443	VRK1	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
7447	VSNL1	False	3	C0002736;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
9897	WASHC5	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
55255	WDR41	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
23038	WDTC1	False	1	C0002736	Amyotrophic Lateral Sclerosis
55062	WIPI1	False	1	C0002736	Amyotrophic Lateral Sclerosis
65125	WNK1	True	1	C0002736	Amyotrophic Lateral Sclerosis
7472	WNT2	False	1	C0751072	Frontotemporal Lobar Degeneration
89780	WNT3A	False	1	C0002736	Amyotrophic Lateral Sclerosis
7474	WNT5A	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
7476	WNT7A	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
7494	XBP1	False	3	C0002736;C0751072;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Familial
7498	XDH	False	1	C0002736	Amyotrophic Lateral Sclerosis
331	XIAP	True	4	C0002736;C1862939;C1862941;C4551993	Amyotrophic Lateral Sclerosis;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
7514	XPO1	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
9213	XPR1	False	2	C0002736;C4522181	Amyotrophic Lateral Sclerosis;Brachial Amyotrophic Diplegia
7515	XRCC1	True	2	C0002736;C1862941	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic
7520	XRCC5	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
54464	XRN1	True	1	C0002736	Amyotrophic Lateral Sclerosis
10971	YWHAQ	True	1	C0002736	Amyotrophic Lateral Sclerosis
7534	YWHAZ	True	1	C0002736	Amyotrophic Lateral Sclerosis
9839	ZEB2	False	1	C0085084	Motor Neuron Disease
79752	ZFAND1	False	1	C1833662	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA
23503	ZFYVE26	False	6	C0033790;C0338451;C1842675;C1862939;C1862941;C3542025	Pseudobulbar Palsy;Frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
118813	ZFYVE27	False	1	C0002736	Amyotrophic Lateral Sclerosis
55888	ZKSCAN7	False	1	C0002736	Amyotrophic Lateral Sclerosis
64397	ZNF106	False	2	C0002736;C4024896	Amyotrophic Lateral Sclerosis;Motor neuron atrophy
56242	ZNF253	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
80818	ZNF436	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
57473	ZNF512B	True	1	C0002736	Amyotrophic Lateral Sclerosis
148266	ZNF569	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
23361	ZNF629	True	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
619279	ZNF704	False	1	C0002736	Amyotrophic Lateral Sclerosis
284390	ZNF763	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
9326	ZNHIT3	False	1	C0002736	Amyotrophic Lateral Sclerosis
