entrez_id	gene_symbol	is_methylarginine_protein	contributing_term_count	contributing_term_ids	contributing_term_names
9369	NRXN3	True	1	C1862941	Amyotrophic Lateral Sclerosis, Sporadic
4905	NSF	True	1	C0338451	Frontotemporal dementia
55968	NSFL1C	True	1	C4024896	Motor neuron atrophy
115024	NT5C3B	False	1	C0002736	Amyotrophic Lateral Sclerosis
4907	NT5E	False	1	C0085084	Motor Neuron Disease
4908	NTF3	False	1	C0002736	Amyotrophic Lateral Sclerosis
4909	NTF4	False	1	C0002736	Amyotrophic Lateral Sclerosis
4914	NTRK1	False	1	C0002736	Amyotrophic Lateral Sclerosis
4915	NTRK2	False	1	C0002736	Amyotrophic Lateral Sclerosis
4916	NTRK3	False	1	C0002736	Amyotrophic Lateral Sclerosis
4521	NUDT1	True	1	C0002736	Amyotrophic Lateral Sclerosis
57122	NUP107	True	1	C0002736	Amyotrophic Lateral Sclerosis
9972	NUP153	True	1	C4551993	Amyotrophic Lateral Sclerosis, Familial
23165	NUP205	True	1	C0002736	Amyotrophic Lateral Sclerosis
23636	NUP62	False	7	C0002736;C0085084;C0338451;C0751072;C1859807;C3811918;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);GRN-related frontotemporal dementia;Motor neuron atrophy
4928	NUP98	True	3	C0002736;C0338451;C1862941	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Amyotrophic Lateral Sclerosis, Sporadic
100506658	OCLN	False	1	C0002736	Amyotrophic Lateral Sclerosis
10724	OGA	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
10439	OLFM1	False	1	C0002736	Amyotrophic Lateral Sclerosis
10562	OLFM4	False	4	C1842675;C1862939;C1862941;C3542025	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
10215	OLIG2	False	1	C0002736	Amyotrophic Lateral Sclerosis
4976	OPA1	True	1	C0002736	Amyotrophic Lateral Sclerosis
4978	OPCML	False	4	C1842675;C1862939;C1862941;C3542025	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
10133	OPTN	False	14	C0002736;C0085084;C0338451;C0393554;C0543859;C0749870;C0751072;C1862939;C1862940;C1862941;C3150692;C3811918;C4024896;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;Upper motor neuron signs;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Autosomal Recessive;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 12;GRN-related frontotemporal dementia;Motor neuron atrophy;Amyotrophic Lateral Sclerosis, Familial
5007	OSBP	True	2	C0002736;C1837728	Amyotrophic Lateral Sclerosis;AMYOTROPHIC LATERAL SCLEROSIS 8 (disorder)
26031	OSBPL3	False	1	C0002736	Amyotrophic Lateral Sclerosis
340990	OTOG	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
55074	OXR1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5023	P2RX1	False	1	C0002736	Amyotrophic Lateral Sclerosis
22953	P2RX2	False	1	C0002736	Amyotrophic Lateral Sclerosis
5024	P2RX3	False	1	C0002736	Amyotrophic Lateral Sclerosis
5025	P2RX4	False	1	C0002736	Amyotrophic Lateral Sclerosis
5026	P2RX5	False	1	C0002736	Amyotrophic Lateral Sclerosis
9127	P2RX6	False	1	C0002736	Amyotrophic Lateral Sclerosis
5027	P2RX7	False	1	C0002736	Amyotrophic Lateral Sclerosis
5028	P2RY1	False	1	C0002736	Amyotrophic Lateral Sclerosis
64805	P2RY12	False	1	C0002736	Amyotrophic Lateral Sclerosis
5029	P2RY2	False	1	C0002736	Amyotrophic Lateral Sclerosis
5034	P4HB	True	3	C0002736;C1862941;C4551993	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
26986	PABPC1	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
8106	PABPN1	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
29943	PADI1	False	1	C0002736	Amyotrophic Lateral Sclerosis
23569	PADI4	False	1	C0002736	Amyotrophic Lateral Sclerosis
5053	PAH	False	1	C0002736	Amyotrophic Lateral Sclerosis
24145	PANX1	False	1	C0002736	Amyotrophic Lateral Sclerosis
10914	PAPOLA	False	1	C0002736	Amyotrophic Lateral Sclerosis
11315	PARK7	True	3	C0002736;C0085084;C0543859	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Amyotrophic Lateral Sclerosis, Guam Form
142	PARP1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5074	PAWR	False	2	C0002736;C4024896	Amyotrophic Lateral Sclerosis;Motor neuron atrophy
5093	PCBP1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5094	PCBP2	True	3	C0338451;C0751072;C3811918	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5126	PCSK2	False	1	C0002736	Amyotrophic Lateral Sclerosis
9468	PCYT1B	False	1	C0002736	Amyotrophic Lateral Sclerosis
11333	PDAP1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5132	PDC	False	1	C0002736	Amyotrophic Lateral Sclerosis
5154	PDGFA	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
64714	PDIA2	False	1	C0002736	Amyotrophic Lateral Sclerosis
2923	PDIA3	True	1	C0002736	Amyotrophic Lateral Sclerosis
5163	PDK1	True	2	C0751072;C3811918	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
27295	PDLIM3	False	1	C0002736	Amyotrophic Lateral Sclerosis
10611	PDLIM5	True	1	C0338451	Frontotemporal dementia
23590	PDSS1	False	1	C0002736	Amyotrophic Lateral Sclerosis
387521	PEDS1	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5179	PENK	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
5216	PFN1	True	10	C0002736;C0085084;C0338451;C0751072;C1862939;C1862941;C3553719;C3811918;C4024896;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 18;GRN-related frontotemporal dementia;Motor neuron atrophy;Amyotrophic Lateral Sclerosis, Familial
5217	PFN2	True	1	C0002736	Amyotrophic Lateral Sclerosis
5228	PGF	False	1	C0338451	Frontotemporal dementia
5230	PGK1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5245	PHB1	True	3	C0002736;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
11331	PHB2	True	1	C0751072	Frontotemporal Lobar Degeneration
5252	PHF1	True	1	C0338451	Frontotemporal dementia
26227	PHGDH	True	1	C0002736	Amyotrophic Lateral Sclerosis
8301	PICALM	True	1	C0338451	Frontotemporal dementia
9463	PICK1	False	1	C0002736	Amyotrophic Lateral Sclerosis
9487	PIGL	False	1	C0002736	Amyotrophic Lateral Sclerosis
5290	PIK3CA	False	2	C4024896;C4522181	Motor neuron atrophy;Brachial Amyotrophic Diplegia
5291	PIK3CB	False	2	C4024896;C4522181	Motor neuron atrophy;Brachial Amyotrophic Diplegia
5293	PIK3CD	False	2	C4024896;C4522181	Motor neuron atrophy;Brachial Amyotrophic Diplegia
5294	PIK3CG	False	2	C4024896;C4522181	Motor neuron atrophy;Brachial Amyotrophic Diplegia
30849	PIK3R4	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
5300	PIN1	True	5	C0002736;C0085084;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
65018	PINK1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5585	PKN1	True	1	C0002736	Amyotrophic Lateral Sclerosis
51365	PLA1A	False	1	C4024896	Motor neuron atrophy
5321	PLA2G4A	False	3	C0002736;C0393554;C0543859	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form
8398	PLA2G6	False	2	C0338451;C4021584	Frontotemporal dementia;Frontotemporal cerebral atrophy
9373	PLAA	True	1	C4082299	Bulbar palsy
23236	PLCB1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5333	PLCD1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5339	PLEC	True	1	C0002736	Amyotrophic Lateral Sclerosis
57449	PLEKHG5	False	4	C0085084;C0270764;C1865412;C4749820	Motor Neuron Disease;Motor Neuron Disease, Lower;Abnormal lower motor neuron morphology;Autosomal recessive lower motor neuron disease with childhood onset
5354	PLP1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5357	PLS1	True	1	C0085084	Motor Neuron Disease
5362	PLXNA2	False	1	C0002736	Amyotrophic Lateral Sclerosis
56902	PNO1	True	6	C0002736;C0338451;C0751072;C1862941;C3811918;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Sporadic;GRN-related frontotemporal dementia;Amyotrophic Lateral Sclerosis, Familial
10908	PNPLA6	False	7	C0002736;C0085084;C0270763;C0270764;C0521659;C0543858;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Familial Motor Neuron Disease;Motor Neuron Disease, Lower;Motor Neuron Disease, Upper;Motor Neuron Disease, Secondary;Motor neuron atrophy
5424	POLD1	True	1	C0338451	Frontotemporal dementia
26073	POLDIP2	True	1	C0002736	Amyotrophic Lateral Sclerosis
84271	POLDIP3	True	1	C0002736	Amyotrophic Lateral Sclerosis
11128	POLR3A	True	1	C4025723	Abnormal upper motor neuron morphology
55703	POLR3B	True	1	C4025723	Abnormal upper motor neuron morphology
5443	POMC	False	3	C0002736;C0751141;C0751142	Amyotrophic Lateral Sclerosis;Facial Palsy, Upper Motor Neuron;Facial Palsy, Lower Motor Neuron
5444	PON1	False	7	C0002736;C0085084;C0393554;C0543859;C1862939;C1862941;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
5445	PON2	False	2	C0002736;C1862941	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic
5446	PON3	False	2	C0002736;C1862941	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic
728378	POTEF	True	1	C0002736	Amyotrophic Lateral Sclerosis
5460	POU5F1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5464	PPA1	True	2	C0751072;C3811918	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5468	PPARG	False	1	C0002736	Amyotrophic Lateral Sclerosis
10891	PPARGC1A	False	1	C0002736	Amyotrophic Lateral Sclerosis
133522	PPARGC1B	False	1	C0002736	Amyotrophic Lateral Sclerosis
5478	PPIA	True	2	C0002736;C4024896	Amyotrophic Lateral Sclerosis;Motor neuron atrophy
5481	PPID	True	1	C0002736	Amyotrophic Lateral Sclerosis
10105	PPIF	False	1	C0002736	Amyotrophic Lateral Sclerosis
23759	PPIL2	True	1	C0002736	Amyotrophic Lateral Sclerosis
8493	PPM1D	False	1	C0002736	Amyotrophic Lateral Sclerosis
23645	PPP1R15A	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
10084	PQBP1	True	1	C0085084	Motor Neuron Disease
7001	PRDX2	True	2	C1862939;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Familial
10935	PRDX3	True	5	C0085084;C0270763;C0270764;C0521659;C0543858	Motor Neuron Disease;Familial Motor Neuron Disease;Motor Neuron Disease, Lower;Motor Neuron Disease, Upper;Motor Neuron Disease, Secondary
9588	PRDX6	True	1	C4551993	Amyotrophic Lateral Sclerosis, Familial
5575	PRKAR1B	True	2	C0338451;C4021584	Frontotemporal dementia;Frontotemporal cerebral atrophy
5578	PRKCA	True	1	C0002736	Amyotrophic Lateral Sclerosis
5579	PRKCB	False	1	C0002736	Amyotrophic Lateral Sclerosis
5071	PRKN	False	1	C0002736	Amyotrophic Lateral Sclerosis
3276	PRMT1	True	1	C0002736	Amyotrophic Lateral Sclerosis
56341	PRMT8	True	3	C0002736;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5621	PRNP	False	6	C0002736;C0338451;C0751072;C3811918;C4024896;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia;Motor neuron atrophy;Amyotrophic Lateral Sclerosis, Familial
8842	PROM1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5630	PRPH	True	8	C0002736;C0033790;C0085084;C1862939;C1862941;C4016314;C4024896;C4551993	Amyotrophic Lateral Sclerosis;Pseudobulbar Palsy;Motor Neuron Disease;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO;Motor neuron atrophy;Amyotrophic Lateral Sclerosis, Familial
112476	PRRT2	False	1	C0002736	Amyotrophic Lateral Sclerosis
51450	PRRX2	False	2	C1862939;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Familial
5660	PSAP	True	5	C0002736;C0338451;C0751072;C3811918;C4024896	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia;Motor neuron atrophy
23362	PSD3	False	4	C1842675;C1862939;C1862941;C3542025	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
5663	PSEN1	False	9	C0002736;C0085084;C0338451;C0751072;C1839042;C1865412;C3811918;C4011788;C4021584	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Upper motor neuron dysfunction;Abnormal lower motor neuron morphology;GRN-related frontotemporal dementia;Behavioral variant of frontotemporal dementia;Frontotemporal cerebral atrophy
5664	PSEN2	False	3	C0338451;C0751072;C3811918	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5669	PSG1	False	1	C0338451	Frontotemporal dementia
5670	PSG2	False	1	C0338451	Frontotemporal dementia
5676	PSG7	False	1	C0338451	Frontotemporal dementia
440533	PSG8	False	1	C0338451	Frontotemporal dementia
11168	PSIP1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5688	PSMA7	True	1	C0002736	Amyotrophic Lateral Sclerosis
5704	PSMC4	True	1	C0002736	Amyotrophic Lateral Sclerosis
5708	PSMD2	True	4	C0002736;C0338451;C1833662;C4551951	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA;Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1
5723	PSPH	True	3	C0338451;C0751072;C3811918	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5623	PSPN	False	3	C0338451;C0751072;C3811918	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5724	PTAFR	False	1	C0002736	Amyotrophic Lateral Sclerosis
5725	PTBP1	True	6	C0002736;C0338451;C0751072;C1862941;C3811918;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Sporadic;GRN-related frontotemporal dementia;Amyotrophic Lateral Sclerosis, Familial
58155	PTBP2	False	1	C0338451	Frontotemporal dementia
171558	PTCRA	False	1	C0338451	Frontotemporal dementia
5728	PTEN	False	1	C0002736	Amyotrophic Lateral Sclerosis
5732	PTGER2	False	1	C0002736	Amyotrophic Lateral Sclerosis
5733	PTGER3	False	1	C0002736	Amyotrophic Lateral Sclerosis
9536	PTGES	False	1	C0002736	Amyotrophic Lateral Sclerosis
5743	PTGS2	True	3	C0002736;C0393554;C0543859	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form
2185	PTK2B	False	1	C0002736	Amyotrophic Lateral Sclerosis
5524	PTPA	True	1	C0002736	Amyotrophic Lateral Sclerosis
5798	PTPRN	False	1	C0002736	Amyotrophic Lateral Sclerosis
5803	PTPRZ1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5805	PTS	False	2	C1862939;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Familial
5813	PURA	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
5816	PVALB	False	1	C0002736	Amyotrophic Lateral Sclerosis
5817	PVR	False	1	C0085084	Motor Neuron Disease
5697	PYY	False	1	C0338451	Frontotemporal dementia
8766	RAB11A	True	1	C0002736	Amyotrophic Lateral Sclerosis
5861	RAB1A	True	1	C0002736	Amyotrophic Lateral Sclerosis
8934	RAB29	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
23682	RAB38	False	1	C0338451	Frontotemporal dementia
25782	RAB3GAP2	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
5868	RAB5A	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
10399	RACK1	True	1	C0002736	Amyotrophic Lateral Sclerosis
8480	RAE1	True	1	C4024896	Motor neuron atrophy
5897	RAG2	False	1	C0002736	Amyotrophic Lateral Sclerosis
5900	RALGDS	False	1	C1865409	Amyotrophic Lateral Sclerosis 4, Juvenile
10268	RAMP3	False	1	C0002736	Amyotrophic Lateral Sclerosis
5901	RAN	True	4	C0002736;C0085084;C0338451;C0751072	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration
5903	RANBP2	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
5905	RANGAP1	True	1	C0002736	Amyotrophic Lateral Sclerosis
5909	RAP1GAP	False	2	C0751072;C4011788	Frontotemporal Lobar Degeneration;Behavioral variant of frontotemporal dementia
5914	RARA	False	1	C0002736	Amyotrophic Lateral Sclerosis
5917	RARS1	True	1	C0033790	Pseudobulbar Palsy
5923	RASGRF1	False	3	C0002736;C0085084;C1859807	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)
8045	RASSF7	True	1	C4522181	Brachial Amyotrophic Diplegia
10741	RBBP9	True	1	C0002736	Amyotrophic Lateral Sclerosis
55131	RBM28	True	2	C1839042;C4024896	Upper motor neuron dysfunction;Motor neuron atrophy
129831	RBM45	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
9939	RBM8A	True	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
27303	RBMS3	False	6	C0002736;C0338451;C0751072;C1862941;C3811918;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Sporadic;GRN-related frontotemporal dementia;Amyotrophic Lateral Sclerosis, Familial
27316	RBMX	True	1	C0338451	Frontotemporal dementia
5950	RBP4	False	1	C0002736	Amyotrophic Lateral Sclerosis
65055	REEP1	False	1	C3661519	Hereditary Motor Neuronopathy
5967	REG1A	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5068	REG3A	False	1	C0002736	Amyotrophic Lateral Sclerosis
5970	RELA	True	1	C0002736	Amyotrophic Lateral Sclerosis
28954	REM1	False	1	C0002736	Amyotrophic Lateral Sclerosis
5978	REST	False	1	C0002736	Amyotrophic Lateral Sclerosis
5979	RET	False	1	C0002736	Amyotrophic Lateral Sclerosis
56729	RETN	False	2	C0751072;C3811918	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
55288	RHOT1	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
10247	RIDA	False	3	C0338451;C0751072;C3811918	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
23586	RIGI	False	1	C0002736	Amyotrophic Lateral Sclerosis
8737	RIPK1	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
11035	RIPK3	True	1	C0002736	Amyotrophic Lateral Sclerosis
51115	RMDN1	False	1	C0338451	Frontotemporal dementia
151393	RMDN2	False	1	C0338451	Frontotemporal dementia
55177	RMDN3	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
6035	RNASE1	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
6038	RNASE4	False	2	C0002736;C2678468	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis 9
6041	RNASEL	False	1	C0002736	Amyotrophic Lateral Sclerosis
7732	RNF112	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
25897	RNF19A	False	1	C0002736	Amyotrophic Lateral Sclerosis
55599	RNPC3	False	1	C0751072	Frontotemporal Lobar Degeneration
10921	RNPS1	True	1	C0338451	Frontotemporal dementia
9475	ROCK2	False	1	C0002736	Amyotrophic Lateral Sclerosis
83853	ROPN1L	False	1	C0002736	Amyotrophic Lateral Sclerosis
6098	ROS1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6218	RPS17	True	1	C0002736	Amyotrophic Lateral Sclerosis
6230	RPS25	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
6233	RPS27A	True	1	C0002736	Amyotrophic Lateral Sclerosis
6194	RPS6	True	2	C0085084;C4522181	Motor Neuron Disease;Brachial Amyotrophic Diplegia
6198	RPS6KB1	True	1	C4522181	Brachial Amyotrophic Diplegia
6236	RRAD	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
6239	RREB1	False	4	C0002736;C0338451;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
6240	RRM1	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
6241	RRM2	True	3	C0002736;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
57142	RTN4	False	1	C0002736	Amyotrophic Lateral Sclerosis
65078	RTN4R	False	1	C1862941	Amyotrophic Lateral Sclerosis, Sporadic
80183	RUBCNL	False	1	C0002736	Amyotrophic Lateral Sclerosis
862	RUNX1T1	False	3	C0751072;C3811918;C4011788	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia;Behavioral variant of frontotemporal dementia
6256	RXRA	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
6261	RYR1	True	1	C4082299	Bulbar palsy
6281	S100A10	False	1	C4024896	Motor neuron atrophy
6275	S100A4	False	1	C0002736	Amyotrophic Lateral Sclerosis
6277	S100A6	False	1	C0002736	Amyotrophic Lateral Sclerosis
6279	S100A8	False	1	C0002736	Amyotrophic Lateral Sclerosis
6280	S100A9	False	1	C0002736	Amyotrophic Lateral Sclerosis
6285	S100B	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
55511	SAGE1	False	1	C0002736	Amyotrophic Lateral Sclerosis
23098	SARM1	False	8	C0002736;C0085084;C0338451;C1842675;C1862939;C1862941;C3542025;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE;Motor neuron atrophy
9169	SCAF11	True	1	C0085084	Motor Neuron Disease
6319	SCD	False	1	C0002736	Amyotrophic Lateral Sclerosis
23256	SCFD1	True	3	C0002736;C0393554;C0543859	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form
7857	SCG2	False	1	C0002736	Amyotrophic Lateral Sclerosis
7356	SCGB1A1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6334	SCN8A	False	2	C0002736;C4082299	Amyotrophic Lateral Sclerosis;Bulbar palsy
6337	SCNN1A	False	1	C0002736	Amyotrophic Lateral Sclerosis
6342	SCP2	False	1	C4025707	Abnormal motor neuron morphology
9805	SCRN1	True	1	C0751072	Frontotemporal Lobar Degeneration
6400	SEL1L	False	1	C0002736	Amyotrophic Lateral Sclerosis
8991	SELENBP1	False	1	C0002736	Amyotrophic Lateral Sclerosis
57190	SELENON	False	1	C4082299	Bulbar palsy
6404	SELPLG	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
10371	SEMA3A	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
55752	SEPTIN11	False	2	C0751072;C3811918	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
5265	SERPINA1	False	1	C0002736	Amyotrophic Lateral Sclerosis
12	SERPINA3	False	4	C0002736;C1862939;C1862941;C4551993	Amyotrophic Lateral Sclerosis;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
5269	SERPINB6	True	1	C4024896	Motor neuron atrophy
