canonical_UniProtAC	primary_symbol	protein_name	functional_class_broad	ENTREZID
Q96D05	FAM241B	Protein FAM241B; ; Protein FAM241B	Poorly characterized / specialized	219738
Q5T0W9	FAM83B	Protein FAM83B; ; Protein FAM83B	Poorly characterized / specialized;RNA-binding / RNP	222584
Q9H4H8	FAM83D	Protein FAM83D; ; Protein FAM83D (Spindle protein CHICA)	Cell cycle / centrosome / spindle;Poorly characterized / specialized;RNA-binding / RNP	81610
Q9NSD9	FARSB	Phenylalanine--tRNA ligase beta subunit; ; Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	Chromatin / transcription;Mitochondrial / metabolism;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes;Translation / ribosome / biogenesis	10056
Q969F0	FATE1	Fetal and adult testis-expressed transcript protein (Cancer/testis antigen 43) (CT43) (Tumor antigen BJ-HCC-2)	Poorly characterized / specialized	89885
Q8N612	FHIP1B	FHF complex subunit HOOK-interacting protein 1B; ; FHF complex subunit HOOK-interacting protein 1B (FHIP1B) (FTS- and Hook-interacting protein) (FHIP)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	84067
F8WCS9	FRA10AC1		Poorly characterized / specialized	118924
Q70Z53	FRA10AC1	Protein FRA10AC1; ; Protein FRA10AC1	Poorly characterized / specialized	118924
Q8IY81	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3; ; pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes;Translation / ribosome / biogenesis	117246
P0DTW1	GAGE1	G antigen 1 (GAGE-1) (Antigen MZ2-F) (Cancer/testis antigen 4.1) (CT4.1)	Poorly characterized / specialized	2543
A6NGK3	GAGE10	G antigen 10 (GAGE-10)	Poorly characterized / specialized	102724473
A1L429	GAGE12E	G antigen 12B/C/D/E (GAGE-12B) (GAGE-12C) (GAGE-12D) (GAGE-12E)	Poorly characterized / specialized	729431
P0CL80	GAGE12F	G antigen 12F (GAGE-12F)	Poorly characterized / specialized	100008586
P0CL81	GAGE12G	G antigen 12G (GAGE-12G)	Poorly characterized / specialized	645073
A6NDE8	GAGE12H	G antigen 12H (GAGE-12H)	Poorly characterized / specialized	729442
P0CL82	GAGE12I	G antigen 12I (GAGE-12I)	Poorly characterized / specialized	26748
A6NER3	GAGE12J	G antigen 12J (GAGE-12J)	Poorly characterized / specialized	729396
Q4V321	GAGE2E	G antigen 13 (GAGE-13) (G antigen 12A) (GAGE-12A)	Poorly characterized / specialized	26749
Q4V326	GAGE2E	G antigen 2E (GAGE-2E)	Poorly characterized / specialized	26749
Q13069	GAGE5	G antigen 5 (GAGE-5) (Cancer/testis antigen 4.5) (CT4.5)	Poorly characterized / specialized	2577
Q13070	GAGE6	G antigen 6 (GAGE-6) (Cancer/testis antigen 4.6) (CT4.6)	Poorly characterized / specialized	2578
O76087	GAGE7	G antigen 7; ; G antigen 7 (GAGE-7) (AL4) (Cancer/testis antigen 4.7) (CT4.7) (GAGE-12I) (GAGE-7B) (GAGE-8)	Poorly characterized / specialized	2579
Q9UFP1	GASK1A	Golgi-associated kinase 1A precursor; ; Golgi-associated kinase 1A (Protein FAM198A)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	729085
P16383	GCFC2	Intron Large complex component GCFC2; ; Intron Large complex component GCFC2 (GC-rich sequence DNA-binding factor) (GC-rich sequence DNA-binding factor 2) (Transcription factor 9) (TCF-9)	Chromatin / transcription;Poorly characterized / specialized	6936
Q8IVV7	GID4	Glucose-induced degradation protein 4 homolog; ; Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog)	DNA repair / genome maintenance;Poorly characterized / specialized	79018
O14908	GIPC1	PDZ domain-containing protein GIPC1; ; PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	10755
Q49A26	GLYR1	Cytokine-like nuclear factor N-PAC; ; Cytokine-like nuclear factor N-PAC (NPAC) (3-hydroxyisobutyrate dehydrogenase-like protein) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60) (Nuclear protein of 60 kDa) (Nucleosome-destabilizing factor) (hNDF) (Putative oxidoreductase GLYR1)	Chromatin / transcription;Mitochondrial / metabolism;Poorly characterized / specialized	84656
Q8NBJ4	GOLM1	Golgi membrane protein 1; ; Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2)	Cytoplasmic / trafficking / cytoskeleton;Membrane / receptor / extracellular;Poorly characterized / specialized	51280
Q9NWQ4	GPATCH2L	G patch domain-containing protein 2-like; ; G patch domain-containing protein 2-like	Poorly characterized / specialized	55668
Q9UKN8	GTF3C4	General transcription factor 3C polypeptide 4; ; General transcription factor 3C polypeptide 4 (EC 2.3.1.48) (TF3C-delta) (Transcription factor IIIC 90 kDa subunit) (TFIIIC 90 kDa subunit) (TFIIIC90) (Transcription factor IIIC subunit delta)	Chromatin / transcription;Poorly characterized / specialized;RNA-binding / RNP	9329
O43824	GTPBP6	Putative GTP-binding protein 6 (Pseudoautosomal GTP-binding protein-like)	Poorly characterized / specialized;Signaling / enzymes	8225
Q75WM6	H1-7	Testis-specific H1 histone (Haploid germ cell-specific nuclear protein 1) (Histone H1.7) (Histone H1t2)	Chromatin / transcription;Poorly characterized / specialized	341567
P0C0S8	H2AC11	Histone H2A type 1; ; Histone H2A type 1 (H2A.1) (Histone H2A/ptl)	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	8969
Q6FI13	H2AC18	Histone H2A type 2-A; ; Histone H2A type 2-A (H2A-clustered histone 18) (H2A-clustered histone 19) (Histone H2A.2) (Histone H2A/o)	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	8337
P04908	H2AC4	Histone H2A type 1-B/E; ; Histone H2A type 1-B/E (Histone H2A.2) (Histone H2A/a) (Histone H2A/m)	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	8335
Q96A08	H2BC1	Histone H2B type 1-A; ; Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (hTSH2B) (Testis-specific histone H2B)	Chromatin / transcription;Poorly characterized / specialized	255626
Q6DRA6	H2BC19P	Putative histone H2B type 2-D; ; Putative histone H2B type 2-D (H2B-clustered histone 19 pseudogene)	Chromatin / transcription;Poorly characterized / specialized	337874
Q6DN03	H2BC20P	Putative histone H2B type 2-C; ; Putative histone H2B type 2-C (H2B-clustered histone 20 pseudogene) (Histone H2B.t) (H2B/t)	Chromatin / transcription;Poorly characterized / specialized	337873
P62807	H2BC4	Histone H2B type 1-C/E/F/G/I; ; Histone H2B type 1-C/E/F/G/I (Histone H2B.1 A) (Histone H2B.a) (H2B/a) (Histone H2B.g) (H2B/g) (Histone H2B.h) (H2B/h) (Histone H2B.k) (H2B/k) (Histone H2B.l) (H2B/l)	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	8347
Q7Z2G1	H2BW1	Histone H2B type W-T (H2B histone family member W testis-specific) (H2B.W histone 1)	Chromatin / transcription;Poorly characterized / specialized	158983
P84243	H3-3A	Histone H3.3; ; Histone H3.3	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	3020
P68431	H3C1	Histone H3.1; ; Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l)	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	8350
Q71DI3	H3C15	Histone H3.2; ; Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (Histone H3/m) (Histone H3/o)	Cell cycle / centrosome / spindle;Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Mitochondrial / metabolism;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	333932
Q9BSH5	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3; ; Haloacid dehalogenase-like hydrolase domain-containing protein 3	Poorly characterized / specialized	81932
Q9Y5Z4	HEBP2	Heme-binding protein 2; ; Heme-binding protein 2 (Placental protein 23) (PP23) (Protein SOUL)	Poorly characterized / specialized	23593
P01889	HLA-B	HLA class I histocompatibility antigen, B alpha chain precursor; ; HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)	Membrane / receptor / extracellular;Poorly characterized / specialized	3106
P30480	HLA-B		Membrane / receptor / extracellular;Poorly characterized / specialized	3106
Q00839	HNRNPU	Heterogeneous nuclear ribonucleoprotein U; ; Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)	Nuclear scaffold / pore / lamina;Poorly characterized / specialized;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	3192
Q8N3J3	HROB	Homologous recombination OB-fold protein; ; Homologous recombination OB-fold protein	DNA repair / genome maintenance;Poorly characterized / specialized	78995
Q58FF7	HSP90AB3P	Putative heat shock protein HSP 90-beta-3; ; Putative heat shock protein HSP 90-beta-3 (Heat shock protein 90-beta c) (Heat shock protein 90Bc)	Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Signaling / enzymes;Translation / ribosome / biogenesis	3327
Q58FF3	HSP90B2P	Putative endoplasmin-like protein; ; Putative endoplasmin-like protein (Putative heat shock protein 90 kDa beta member 2)	Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP;Translation / ribosome / biogenesis	7190
P48741	HSPA7	Putative heat shock 70 kDa protein 7 (Heat shock 70 kDa protein B) (Heat shock protein family A member 7)	Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	3311
Q9NX55	HYPK	Huntingtin-interacting protein K; ; Huntingtin-interacting protein K (Huntingtin yeast partner K)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	25764
Q6U949	IGF2	Putative insulin-like growth factor 2 antisense gene protein (IGF2 antisense RNA 1) (IGF2 antisense gene protein 1) (PEG8/IGF2AS protein) (Putative insulin-like growth factor 2 antisense gene protein 1) (IGF2-AS1)	Poorly characterized / specialized	3481
Q3KP66	INAVA	Innate immunity activator protein; ; Innate immunity activator protein	Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	55765
Q27J81	INF2	Inverted formin-2; ; Inverted formin-2 (HBEBP2-binding protein C)	Poorly characterized / specialized;RNA-binding / RNP;Signaling / enzymes	64423
Q9NVM9	INTS13	Integrator complex subunit 13; ; Integrator complex subunit 13 (Cell cycle regulator Mat89Bb homolog) (Germ cell tumor 1) (Protein asunder homolog) (Sarcoma antigen NY-SAR-95)	Cell cycle / centrosome / spindle;Poorly characterized / specialized	55726
Q96N11	INTS15	Integrator complex subunit 15; ; Integrator complex subunit 15	Poorly characterized / specialized	79034
Q9H1B7	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL; ; Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like)	Membrane / receptor / extracellular;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	64207
A8KAH5	IST1		Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	9798
P53990	IST1	IST1 homolog; ; IST1 homolog (hIST1) (Charged multivesicular body protein 8) (CHMP8) (Putative MAPK-activating protein PM28)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	9798
Q9BR39	JPH2	Junctophilin-2; ; Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)]	Poorly characterized / specialized	57158
Q9H910	JPT2	Jupiter microtubule associated homolog 2; ; Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	90861
Q9H9L4	KANSL2	KAT8 regulatory NSL complex subunit 2; ; KAT8 regulatory NSL complex subunit 2 (NSL complex protein NSL2) (Non-specific lethal 2 homolog)	Poorly characterized / specialized	54934
Q96CX2	KCTD12	BTB/POZ domain-containing protein KCTD12; ; BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	Membrane / receptor / extracellular;Poorly characterized / specialized	115207
Q7LBC6	KDM3B	Lysine-specific demethylase 3B; ; Lysine-specific demethylase 3B (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B) (Nuclear protein 5qNCA) ([histone H3]-dimethyl-L-lysine(9) demethylase 3B)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	51780
Q6ZU52	KIAA0408	Uncharacterized protein KIAA0408	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	9729
Q96AT1	KIAA1143	Uncharacterized protein KIAA1143; ; Uncharacterized protein KIAA1143	Poorly characterized / specialized	57456
Q96A73	KIAA1191	Putative monooxygenase p33MONOX; ; Putative monooxygenase p33MONOX (EC 1.-.-.-) (Brain-derived rescue factor p60MONOX) (Flavin monooxygenase motif-containing protein of 33 kDa)	Poorly characterized / specialized	57179
Q9BY89	KIAA1671	Uncharacterized protein KIAA1671; ; Uncharacterized protein KIAA1671	Poorly characterized / specialized	85379
F8W6F6	KIF1A		Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;Membrane / receptor / extracellular;Poorly characterized / specialized;Signaling / enzymes	547
Q12756	KIF1A	Kinesin-like protein KIF1A; ; Kinesin-like protein KIF1A (EC 5.6.1.3) (Axonal transporter of synaptic vesicles) (Microtubule-based motor KIF1A) (Unc-104- and KIF1A-related protein) (hUnc-104)	Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Poorly characterized / specialized;Signaling / enzymes	547
Q6ZMV9	KIF6	Kinesin-like protein KIF6; ; Kinesin-like protein KIF6	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	221458
Q8N4N3	KLHL36	Kelch-like protein 36; ; Kelch-like protein 36	Poorly characterized / specialized	79786
Q76NI1	KNDC1	Kinase non-catalytic C-lobe domain-containing protein 1; ; Kinase non-catalytic C-lobe domain-containing protein 1 (KIND domain-containing protein 1) (Cerebral protein 9) (Protein very KIND) (v-KIND) (Ras-GEF domain-containing family member 2)	Poorly characterized / specialized;Signaling / enzymes	85442
Q1ED39	KNOP1	Lysine-rich nucleolar protein 1; ; Lysine-rich nucleolar protein 1 (Protein FAM191A) (Testis-specific gene 118 protein)	Poorly characterized / specialized;RNA-binding / RNP;Translation / ribosome / biogenesis	400506
Q9H9P8	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial precursor; ; L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)	Mitochondrial / metabolism;Poorly characterized / specialized;Signaling / enzymes	79944
Q6IAA8	LAMTOR1	Ragulator complex protein LAMTOR1; ; Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18) (Protein associated with DRMs and endosomes) (p27Kip1-releasing factor from RhoA) (p27RF-Rho)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	55004
Q86VQ0	LCA5	Lebercilin; ; Lebercilin (Leber congenital amaurosis 5 protein)	Poorly characterized / specialized	167691
P07864	LDHC	L-lactate dehydrogenase C chain; ; L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27) (Cancer/testis antigen 32) (CT32) (LDH testis subunit) (LDH-X)	Mitochondrial / metabolism;Poorly characterized / specialized;RNA-binding / RNP;Signaling / enzymes	3948
P0DMQ5	LINC00984	Putative transmembrane protein INAFM2 (InaF-motif-containing protein 2) (Osteogenesis up-regulated transcript 1)	Membrane / receptor / extracellular;Poorly characterized / specialized	NA
Q8N7H1	LINC01465	Putative uncharacterized protein encoded by LINC01465	Poorly characterized / specialized	283416
Q12907	LMAN2	Vesicular integral-membrane protein VIP36 precursor; ; Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)	Membrane / receptor / extracellular;Poorly characterized / specialized	10960
Q9UF83	LOC100271840	Uncharacterized protein DKFZp434B061	Poorly characterized / specialized	NA
A6NNC1	LOC441081	Putative POM121-like protein 1-like	Poorly characterized / specialized	441081
Q8WUT4	LRRN4	Leucine-rich repeat neuronal protein 4 precursor; ; Leucine-rich repeat neuronal protein 4 (Neuronal leucine-rich repeat protein 4) (NLRR-4)	Membrane / receptor / extracellular;Poorly characterized / specialized;RNA-binding / RNP	164312
Q8ND56	LSM14A	Protein LSM14 homolog A; ; Protein LSM14 homolog A (Protein FAM61A) (Protein SCD6 homolog) (Putative alpha-synuclein-binding protein) (AlphaSNBP) (RNA-associated protein 55A) (hRAP55) (hRAP55A)	Poorly characterized / specialized;RNA-binding / RNP	26065
Q9BX40	LSM14B	Protein LSM14 homolog B; ; Protein LSM14 homolog B (RNA-associated protein 55B) (hRAP55B)	Poorly characterized / specialized;RNA-binding / RNP	149986
O94822	LTN1	E3 ubiquitin-protein ligase listerin; ; E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294)	Chromatin / transcription;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	26046
Q9Y383	LUC7L2	Putative RNA-binding protein Luc7-like 2; ; Putative RNA-binding protein Luc7-like 2	Poorly characterized / specialized	51631
Q9BRK4	LZTS2	Leucine zipper putative tumor suppressor 2; ; Leucine zipper putative tumor suppressor 2 (hLZTS2) (Protein LAPSER1)	Poorly characterized / specialized	84445
O60299	LZTS3	Leucine zipper putative tumor suppressor 3; ; Leucine zipper putative tumor suppressor 3 (ProSAP-interacting protein 1) (ProSAPiP1)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	9762
Q13394	MAB21L1	Putative nucleotidyltransferase MAB21L1 (EC 2.7.7.-) (Protein mab-21-like 1)	Poorly characterized / specialized;Signaling / enzymes	4081
Q96GV9	MACIR	Macrophage immunometabolism regulator; ; Macrophage immunometabolism regulator	Poorly characterized / specialized	90355
P43364	MAGEA11	Melanoma-associated antigen 11; ; Melanoma-associated antigen 11 (Cancer/testis antigen 1.11) (CT1.11) (MAGE-11 antigen)	Chromatin / transcription;Poorly characterized / specialized	4110
Q66K74	MAP1S	Microtubule-associated protein 1S; ; Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) (Variable charge Y chromosome 2-interacting protein 1) (VCY2-interacting protein 1) (VCY2IP-1) [Cleaved into: MAP1S heavy chain; MAP1S light chain]	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	55201
Q8N8E1	MAPKAPK5-AS1	Putative uncharacterized protein encoded by MAPKAPK5-AS1 (MAPKAPK5 antisense RNA 1) (MAPKAPK5 antisense gene protein 1)	Poorly characterized / specialized	51275
Q9NZL9	MAT2B	Methionine adenosyltransferase 2 subunit beta; ; Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase)	Poorly characterized / specialized;Signaling / enzymes	27430
Q7Z434	MAVS	Mitochondrial antiviral-signaling protein; ; Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	Membrane / receptor / extracellular;Mitochondrial / metabolism;Poorly characterized / specialized	57506
E7EQU7	MCM8		Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	84515
Q9UJA3	MCM8	DNA helicase MCM8; ; DNA helicase MCM8 (EC 5.6.2.4) (DNA 3'-5' helicase MCM8) (Minichromosome maintenance 8)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	84515
Q9NXL9	MCM9	DNA helicase MCM9; ; DNA helicase MCM9 (hMCM9) (EC 5.6.2.4) (DNA 3'-5' helicase MCM9) (Mini-chromosome maintenance deficient domain-containing protein 1) (Minichromosome maintenance 9)	Poorly characterized / specialized;Signaling / enzymes	254394
Q9BTE3	MCMBP	Mini-chromosome maintenance complex-binding protein; ; Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein)	Poorly characterized / specialized	79892
Q9BUT9	MCRIP2	MAPK regulated corepressor interacting protein 2; ; MAPK regulated corepressor interacting protein 2 (Protein FAM195A)	Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	84331
Q7Z7M0	MEGF8	Multiple epidermal growth factor-like domains protein 8 precursor; ; Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4)	Cytoplasmic / trafficking / cytoskeleton;Nuclear scaffold / pore / lamina;Poorly characterized / specialized	1954
Q9UBP6	METTL1	tRNA (guanine-N(7)-)-methyltransferase; ; tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Methyltransferase-like protein 1) (mRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (miRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes;Translation / ribosome / biogenesis	4234
O15344	MID1	E3 ubiquitin-protein ligase Midline-1; ; E3 ubiquitin-protein ligase Midline-1 (EC 2.3.2.27) (Midin) (Putative transcription factor XPRF) (RING finger protein 59) (RING finger protein Midline-1) (RING-type E3 ubiquitin transferase Midline-1) (Tripartite motif-containing protein 18)	Chromatin / transcription;Membrane / receptor / extracellular;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	4281
Q6PJG2	MIDEAS	Mitotic deacetylase-associated SANT domain protein; ; Mitotic deacetylase-associated SANT domain protein (ELM2 and SANT domain-containing protein 1)	Cell cycle / centrosome / spindle;Chromatin / transcription;Poorly characterized / specialized	91748
Q9NYP9	MIS18A	Protein Mis18-alpha; ; Protein Mis18-alpha (FAPP1-associated protein 1)	Poorly characterized / specialized	54069
Q8IVT2	MISP	Mitotic interactor and substrate of PLK1; ; Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)	Cell cycle / centrosome / spindle;Poorly characterized / specialized;Signaling / enzymes	126353
Q96FF7	MISP3	Uncharacterized protein MISP3 (MISP family member 3)	Poorly characterized / specialized;Signaling / enzymes	113230
Q13015	MLLT11	Protein AF1q	Poorly characterized / specialized	10962
Q9BU76	MMTAG2	Multiple myeloma tumor-associated protein 2; ; Multiple myeloma tumor-associated protein 2 (hMMTAG2)	Poorly characterized / specialized	NA
P29372	MPG	DNA-3-methyladenine glycosylase precursor; ; DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)	Chromatin / transcription;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	4350
Q8TAP9	MPLKIP	M-phase-specific PLK1-interacting protein; ; M-phase-specific PLK1-interacting protein (TTD non-photosensitive 1 protein)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	136647
Q6NTE8	MRNIP	MRN complex-interacting protein; ; MRN complex-interacting protein (MRN-interacting protein)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	51149
Q9NYK5	MRPL39	Large ribosomal subunit protein mL39; ; Large ribosomal subunit protein mL39 (39S ribosomal protein L39, mitochondrial) (L39mt) (MRP-L39) (39S ribosomal protein L5, mitochondrial) (L5mt) (MRP-L5)	Mitochondrial / metabolism;Poorly characterized / specialized;Signaling / enzymes;Translation / ribosome / biogenesis	54148
P82932	MRPS6	Small ribosomal subunit protein bS6m; ; Small ribosomal subunit protein bS6m (28S ribosomal protein S6, mitochondrial) (MRP-S6) (S6mt)	Chromatin / transcription;Mitochondrial / metabolism;Poorly characterized / specialized;RNA-binding / RNP;Translation / ribosome / biogenesis	64968
Q9UKD2	MRTO4	mRNA turnover protein 4 homolog; ; mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4)	Poorly characterized / specialized;RNA-binding / RNP;Translation / ribosome / biogenesis	51154
Q6P1R3	MSANTD2	Myb/SANT-like DNA-binding domain-containing protein 2; ; Myb/SANT-like DNA-binding domain-containing protein 2	Chromatin / transcription;Poorly characterized / specialized	79684
O94964	MTCL2	Microtubule cross-linking factor 2; ; Microtubule cross-linking factor 2 (SOGA family member 1) (Suppressor of glucose by autophagy) (Suppressor of glucose, autophagy-associated protein 1) [Cleaved into: N-terminal form; C-terminal 80 kDa form (80-kDa SOGA fragment)]	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	140710
Q5TF21	MTCL3	Microtubule cross-linking factor 3 precursor; ; Microtubule cross-linking factor 3	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	387104
