ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	ONTOLOGY
GO:0006352	DNA-templated transcription initiation	4/478	234/17552	0.0170940170940171	0.627686585845582	-0.959323288924016	0.884124086366998	0.951153018198029	0.893192663527477	CREB1/FOSL1/HMGB1/TET2	4	BP
GO:0043604	amide biosynthetic process	3/478	185/17552	0.0162162162162162	0.595454031437295	-0.925525912735769	0.883256837147028	0.951153018198029	0.893192663527477	ALOX12B/OSBP/PPT1	3	BP
GO:0008033	tRNA processing	2/478	134/17552	0.0149253731343284	0.548054705551739	-0.878691383947241	0.883462645088276	0.951153018198029	0.893192663527477	GRSF1/LAGE3	2	BP
GO:0002534	cytokine production involved in inflammatory response	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	PLD3	1	BP
GO:0046470	phosphatidylcholine metabolic process	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	FABP5	1	BP
GO:0046513	ceramide biosynthetic process	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	ALOX12B	1	BP
GO:0048255	mRNA stabilization	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	IREB2	1	BP
GO:0055017	cardiac muscle tissue growth	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	SAV1	1	BP
GO:0071496	cellular response to external stimulus	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	BAD	1	BP
GO:0072088	nephron epithelium morphogenesis	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	PTCH1	1	BP
GO:1900015	regulation of cytokine production involved in inflammatory response	1/478	78/17552	0.0128205128205128	0.470764939384186	-0.783785069088786	0.884497979362876	0.951153018198029	0.893192663527477	PLD3	1	BP
GO:0022613	ribonucleoprotein complex biogenesis	9/478	462/17552	0.0194805194805195	0.715318154648699	-1.03754507113143	0.886102137685227	0.951845973516733	0.893843392269306	BUD13/FRG1/LUC7L3/NPM3/PES1/PPAN/TBL3/WBP11/WDR18	9	BP
GO:0051259	protein complex oligomerization	5/478	282/17552	0.0177304964539007	0.651057894893024	-0.988391507115156	0.885852342690038	0.951845973516733	0.893843392269306	BEND3/BLM/CD2AP/ECT2/MIF	5	BP
GO:0002440	production of molecular mediator of immune response	4/478	235/17552	0.0170212765957447	0.625015579097303	-0.968295849827566	0.886089478410911	0.951845973516733	0.893843392269306	GPI/MIF/PHB1/UNG	4	BP
GO:0001659	temperature homeostasis	3/478	186/17552	0.0161290322580645	0.592252665676879	-0.935394791081632	0.885450813743318	0.951845973516733	0.893843392269306	FABP5/FLCN/RB1	3	BP
GO:0002708	positive regulation of lymphocyte mediated immunity	2/478	136/17552	0.0147058823529412	0.53999507752892	-0.901062608499764	0.888459768790929	0.952830468449207	0.894767895092869	CYRIB/SH2D1A	2	BP
GO:0042471	ear morphogenesis	2/478	136/17552	0.0147058823529412	0.53999507752892	-0.901062608499764	0.888459768790929	0.952830468449207	0.894767895092869	BCR/FZD3	2	BP
GO:0043467	regulation of generation of precursor metabolites and energy	2/478	136/17552	0.0147058823529412	0.53999507752892	-0.901062608499764	0.888459768790929	0.952830468449207	0.894767895092869	FLCN/HMGB1	2	BP
GO:0048706	embryonic skeletal system development	2/478	136/17552	0.0147058823529412	0.53999507752892	-0.901062608499764	0.888459768790929	0.952830468449207	0.894767895092869	MOSMO/TULP3	2	BP
GO:0043112	receptor metabolic process	1/478	79/17552	0.0126582278481013	0.464805889518564	-0.79769776579913	0.887657528742786	0.952830468449207	0.894767895092869	CAMLG	1	BP
GO:0140374	antiviral innate immune response	1/478	79/17552	0.0126582278481013	0.464805889518564	-0.79769776579913	0.887657528742786	0.952830468449207	0.894767895092869	PHB1	1	BP
GO:0006520	amino acid metabolic process	5/478	284/17552	0.0176056338028169	0.646472980140256	-1.00498135645471	0.889403487446141	0.953584766134822	0.89547622818546	CBS/DCT/ETFB/MTAP/P4HB	5	BP
GO:0048514	blood vessel morphogenesis	13/478	638/17552	0.0203761755485893	0.748206345667029	-1.0839997947983	0.890542973628321	0.953624866482502	0.895513884940649	ANGPTL4/BAX/FGF18/HIF1AN/HMGA2/HMGB1/NAXE/PDCD10/PDCL3/SASH1/SHC1/SOS1/THSD7A	13	BP
GO:0042391	regulation of membrane potential	9/478	465/17552	0.0193548387096774	0.710703198812255	-1.05787521268378	0.89034397112096	0.953624866482502	0.895513884940649	ATXN1/BAD/BAX/CREB1/FHL1/NOS1AP/SPART/YWHAE/YWHAH	9	BP
