canonical_UniProtAC	family	label
Q6ZNH5	broad	Chromatin / transcription
Q6ZNI0	broad	Membrane / receptor / extracellular
Q6ZNI0	broad	Signaling / enzymes
Q6ZNJ1	broad	Other / unclassified
Q6ZNK6	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZNL6	broad	Other / unclassified
Q6ZNM6	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZNQ3	broad	Other / unclassified
Q6ZNR0	broad	Membrane / receptor / extracellular
Q6ZNW5	broad	Other / unclassified
Q6ZNX1	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZP01	broad	RNA-binding / RNP
Q6ZP29	broad	Membrane / receptor / extracellular
Q6ZP29	broad	Proteostasis / ubiquitin / chaperone
Q6ZP68	broad	Poorly characterized / specialized
Q6ZP80	broad	Membrane / receptor / extracellular
Q6ZP82	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZPA2	broad	Poorly characterized / specialized
Q6ZPB5	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZPB5	broad	Membrane / receptor / extracellular
Q6ZPD8	broad	Signaling / enzymes
Q6ZPD9	broad	Signaling / enzymes
Q6ZQN5	broad	Chromatin / transcription
Q6ZQN5	broad	DNA repair / genome maintenance
Q6ZQN7	broad	Membrane / receptor / extracellular
Q6ZQQ2	broad	Other / unclassified
Q6ZQQ6	broad	Other / unclassified
Q6ZQR2	broad	Other / unclassified
Q6ZQT0	broad	Poorly characterized / specialized
Q6ZQT7	broad	Poorly characterized / specialized
Q6ZQV5	broad	Chromatin / transcription
Q6ZQV5	broad	Poorly characterized / specialized
Q6ZQW0	broad	Other / unclassified
Q6ZQX7	broad	Other / unclassified
Q6ZQY2	broad	Other / unclassified
Q6ZQY3	broad	Other / unclassified
Q6ZQY7	broad	Poorly characterized / specialized
Q6ZR03	broad	Poorly characterized / specialized
Q6ZR08	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZR37	broad	Other / unclassified
Q6ZR52	broad	Chromatin / transcription
Q6ZR54	broad	Poorly characterized / specialized
Q6ZR62	broad	Other / unclassified
Q6ZR85	broad	Poorly characterized / specialized
Q6ZRC1	broad	Poorly characterized / specialized
Q6ZRF7	broad	Chromatin / transcription
Q6ZRF7	broad	Poorly characterized / specialized
Q6ZRF8	broad	Poorly characterized / specialized
Q6ZRG5	broad	Poorly characterized / specialized
Q6ZRH7	broad	Membrane / receptor / extracellular
Q6ZRI0	broad	Other / unclassified
Q6ZRI6	broad	Poorly characterized / specialized
Q6ZRI8	broad	Signaling / enzymes
Q6ZRM9	broad	Poorly characterized / specialized
Q6ZRN7	broad	Poorly characterized / specialized
Q6ZRP0	broad	Other / unclassified
Q6ZRP5	broad	Poorly characterized / specialized
Q6ZRP7	broad	Mitochondrial / metabolism
Q6ZRQ5	broad	Other / unclassified
Q6ZRR5	broad	Membrane / receptor / extracellular
Q6ZRR7	broad	Other / unclassified
Q6ZRS2	broad	RNA-binding / RNP
Q6ZRS2	broad	Chromatin / transcription
Q6ZRS2	broad	DNA repair / genome maintenance
Q6ZRS2	broad	Signaling / enzymes
Q6ZRS4	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZRT6	broad	Other / unclassified
Q6ZRU5	broad	Poorly characterized / specialized
Q6ZRV2	broad	RNA-binding / RNP
Q6ZRV3	broad	Poorly characterized / specialized
Q6ZRX8	broad	Poorly characterized / specialized
Q6ZRY4	broad	RNA-binding / RNP
Q6ZS02	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZS02	broad	Poorly characterized / specialized
Q6ZS10	broad	Other / unclassified
Q6ZS11	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZS17	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZS27	broad	Chromatin / transcription
Q6ZS30	broad	Other / unclassified
Q6ZS46	broad	Poorly characterized / specialized
Q6ZS49	broad	Poorly characterized / specialized
Q6ZS52	broad	Poorly characterized / specialized
Q6ZS62	broad	Poorly characterized / specialized
Q6ZS72	broad	Other / unclassified
Q6ZS81	broad	Poorly characterized / specialized
Q6ZS82	broad	Other / unclassified
Q6ZS86	broad	Signaling / enzymes
Q6ZS92	broad	Poorly characterized / specialized
Q6ZSA7	broad	Membrane / receptor / extracellular
Q6ZSA8	broad	Poorly characterized / specialized
Q6ZSB3	broad	Poorly characterized / specialized
Q6ZSB9	broad	Chromatin / transcription
Q6ZSC3	broad	RNA-binding / RNP
Q6ZSC3	broad	Poorly characterized / specialized
Q6ZSG1	broad	Proteostasis / ubiquitin / chaperone
Q6ZSG2	broad	Other / unclassified
Q6ZSI9	broad	Other / unclassified
Q6ZSJ8	broad	Poorly characterized / specialized
Q6ZSJ9	broad	Other / unclassified
Q6ZSK4	broad	Poorly characterized / specialized
Q6ZSM3	broad	Membrane / receptor / extracellular
Q6ZSN1	broad	Poorly characterized / specialized
Q6ZSR3	broad	Mitochondrial / metabolism
Q6ZSR3	broad	Poorly characterized / specialized
Q6ZSR6	broad	Poorly characterized / specialized
Q6ZSR9	broad	Poorly characterized / specialized
Q6ZSS3	broad	Chromatin / transcription
Q6ZSS7	broad	Membrane / receptor / extracellular
Q6ZST2	broad	Poorly characterized / specialized
Q6ZST4	broad	Other / unclassified
Q6ZSU1	broad	Poorly characterized / specialized
Q6ZSV7	broad	Poorly characterized / specialized
Q6ZSY5	broad	Signaling / enzymes
Q6ZSZ5	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZSZ6	broad	Other / unclassified
Q6ZT12	broad	Chromatin / transcription
Q6ZT12	broad	Proteostasis / ubiquitin / chaperone
Q6ZT12	broad	Signaling / enzymes
Q6ZT21	broad	Membrane / receptor / extracellular
Q6ZT52	broad	Other / unclassified
Q6ZT62	broad	Signaling / enzymes
Q6ZT77	broad	Chromatin / transcription
Q6ZT77	broad	Poorly characterized / specialized
Q6ZT89	broad	Other / unclassified
Q6ZT98	broad	Other / unclassified
Q6ZTA4	broad	Other / unclassified
Q6ZTB9	broad	Chromatin / transcription
Q6ZTB9	broad	Poorly characterized / specialized
Q6ZTC4	broad	Poorly characterized / specialized
Q6ZTI0	broad	Poorly characterized / specialized
Q6ZTI6	broad	Nuclear scaffold / pore / lamina
Q6ZTK2	broad	Poorly characterized / specialized
Q6ZTN6	broad	Other / unclassified
Q6ZTQ3	broad	Other / unclassified
Q6ZTQ4	broad	Membrane / receptor / extracellular
Q6ZTR5	broad	Membrane / receptor / extracellular
Q6ZTR6	broad	Chromatin / transcription
Q6ZTR6	broad	Poorly characterized / specialized
Q6ZTR7	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZTU2	broad	Chromatin / transcription
Q6ZTU2	broad	Poorly characterized / specialized
Q6ZTW0	broad	Poorly characterized / specialized
Q6ZTY9	broad	Poorly characterized / specialized
Q6ZTZ1	broad	Chromatin / transcription
Q6ZU15	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZU35	broad	DNA repair / genome maintenance
Q6ZU35	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZU45	broad	Poorly characterized / specialized
Q6ZU52	broad	Poorly characterized / specialized
Q6ZU65	broad	Other / unclassified
Q6ZU69	broad	Other / unclassified
Q6ZU80	broad	Cell cycle / centrosome / spindle
Q6ZU80	broad	Poorly characterized / specialized
Q6ZUA9	broad	Other / unclassified
Q6ZUB0	broad	Other / unclassified
Q6ZUB1	broad	Other / unclassified
Q6ZUF6	broad	Poorly characterized / specialized
Q6ZUG5	broad	Poorly characterized / specialized
Q6ZUI0	broad	Other / unclassified
Q6ZUJ4	broad	Poorly characterized / specialized
Q6ZUJ8	broad	Signaling / enzymes
Q6ZUK4	broad	Membrane / receptor / extracellular
Q6ZUL3	broad	Poorly characterized / specialized
Q6ZUM4	broad	Signaling / enzymes
Q6ZUT1	broad	Poorly characterized / specialized
Q6ZUT3	broad	Other / unclassified
Q6ZUT4	broad	Poorly characterized / specialized
Q6ZUT6	broad	Poorly characterized / specialized
Q6ZUT9	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZUU3	broad	Poorly characterized / specialized
Q6ZUV0	broad	Poorly characterized / specialized
Q6ZUV0	broad	Signaling / enzymes
Q6ZUX3	broad	RNA-binding / RNP
Q6ZUX3	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZV29	broad	Poorly characterized / specialized
Q6ZV50	broad	Chromatin / transcription
Q6ZV60	broad	Poorly characterized / specialized
Q6ZV65	broad	Other / unclassified
Q6ZV70	broad	Other / unclassified
Q6ZV73	broad	Other / unclassified
Q6ZV77	broad	Poorly characterized / specialized
Q6ZV80	broad	Poorly characterized / specialized
Q6ZV89	broad	Other / unclassified
Q6ZVC0	broad	Signaling / enzymes
Q6ZVD7	broad	Poorly characterized / specialized
Q6ZVD8	broad	Signaling / enzymes
Q6ZVE7	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZVF9	broad	Other / unclassified
Q6ZVH6	broad	Poorly characterized / specialized
Q6ZVH7	broad	Other / unclassified
Q6ZVK1	broad	Membrane / receptor / extracellular
Q6ZVK8	broad	Signaling / enzymes
Q6ZVL6	broad	Poorly characterized / specialized
Q6ZVL8	broad	Poorly characterized / specialized
Q6ZVM7	broad	Other / unclassified
Q6ZVN7	broad	Poorly characterized / specialized
Q6ZVN8	broad	Membrane / receptor / extracellular
Q6ZVQ6	broad	Poorly characterized / specialized
Q6ZVS7	broad	Other / unclassified
Q6ZVT0	broad	Other / unclassified
Q6ZVT6	broad	Poorly characterized / specialized
Q6ZVU0	broad	Poorly characterized / specialized
Q6ZVW7	broad	Membrane / receptor / extracellular
Q6ZVX7	broad	Membrane / receptor / extracellular
Q6ZVX9	broad	Membrane / receptor / extracellular
Q6ZVZ8	broad	Other / unclassified
Q6ZW05	broad	Poorly characterized / specialized
Q6ZW13	broad	Poorly characterized / specialized
Q6ZW31	broad	Signaling / enzymes
Q6ZW49	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZW61	broad	Proteostasis / ubiquitin / chaperone
Q6ZW61	broad	Poorly characterized / specialized
Q6ZW76	broad	Other / unclassified
Q6ZWB6	broad	Other / unclassified
Q6ZWC4	broad	Poorly characterized / specialized
Q6ZWE6	broad	Other / unclassified
Q6ZWH5	broad	Signaling / enzymes
Q6ZWI9	broad	Other / unclassified
Q6ZWJ1	broad	Cytoplasmic / trafficking / cytoskeleton
Q6ZWK4	broad	Poorly characterized / specialized
Q6ZWK6	broad	Membrane / receptor / extracellular
Q6ZWK6	broad	Signaling / enzymes
Q6ZWL3	broad	Other / unclassified
Q6ZWT7	broad	Nuclear scaffold / pore / lamina
Q6ZWT7	broad	Membrane / receptor / extracellular
Q6ZWT7	broad	Signaling / enzymes
Q6ZXV5	broad	DNA repair / genome maintenance
Q6ZXV5	broad	Membrane / receptor / extracellular
Q6ZXV5	broad	Signaling / enzymes
Q6ZYL4	broad	Chromatin / transcription
Q6ZYL4	broad	Poorly characterized / specialized
Q702N8	broad	Cytoplasmic / trafficking / cytoskeleton
Q709C8	broad	Membrane / receptor / extracellular
Q709F0	broad	Mitochondrial / metabolism
Q709F0	broad	Signaling / enzymes
Q70CQ1	broad	Chromatin / transcription
Q70CQ1	broad	Proteostasis / ubiquitin / chaperone
Q70CQ1	broad	Signaling / enzymes
Q70CQ2	broad	Proteostasis / ubiquitin / chaperone
Q70CQ2	broad	Signaling / enzymes
Q70CQ3	broad	Proteostasis / ubiquitin / chaperone
Q70CQ3	broad	Signaling / enzymes
Q70CQ4	broad	Proteostasis / ubiquitin / chaperone
Q70CQ4	broad	Signaling / enzymes
Q70EK8	broad	Proteostasis / ubiquitin / chaperone
Q70EK9	broad	Proteostasis / ubiquitin / chaperone
Q70EK9	broad	Signaling / enzymes
Q70EL1	broad	Proteostasis / ubiquitin / chaperone
Q70EL1	broad	Poorly characterized / specialized
Q70EL1	broad	Signaling / enzymes
Q70EL2	broad	Proteostasis / ubiquitin / chaperone
Q70EL2	broad	Signaling / enzymes
Q70EL3	broad	Proteostasis / ubiquitin / chaperone
Q70EL4	broad	Proteostasis / ubiquitin / chaperone
Q70EL4	broad	Signaling / enzymes
Q70HW3	broad	Mitochondrial / metabolism
Q70IA6	broad	Signaling / enzymes
Q70IA8	broad	Signaling / enzymes
Q70J99	broad	Other / unclassified
Q70JA7	broad	Signaling / enzymes
Q70L73	broad	Poorly characterized / specialized
Q70SY1	broad	Other / unclassified
Q70UQ0	broad	Cytoplasmic / trafficking / cytoskeleton
Q70UQ0	broad	Signaling / enzymes
Q70YC4	broad	Chromatin / transcription
Q70YC5	broad	Chromatin / transcription
Q70Z35	broad	Other / unclassified
Q70Z44	broad	Membrane / receptor / extracellular
Q70Z53	broad	Poorly characterized / specialized
Q711Q0	broad	Cytoplasmic / trafficking / cytoskeleton
Q711Q0	broad	Poorly characterized / specialized
Q712K3	broad	Proteostasis / ubiquitin / chaperone
Q712K3	broad	Signaling / enzymes
Q717R9	broad	Other / unclassified
Q719H9	broad	Membrane / receptor / extracellular
Q719H9	broad	Poorly characterized / specialized
Q719I0	broad	Proteostasis / ubiquitin / chaperone
Q719I0	broad	Poorly characterized / specialized
Q719I0	broad	Signaling / enzymes
Q71DI3	broad	Chromatin / transcription
Q71F23	broad	Cytoplasmic / trafficking / cytoskeleton
Q71F23	broad	Cell cycle / centrosome / spindle
Q71F56	broad	Chromatin / transcription
Q71F56	broad	Membrane / receptor / extracellular
Q71F78	broad	Poorly characterized / specialized
Q71H61	broad	Membrane / receptor / extracellular
Q71RC2	broad	RNA-binding / RNP
Q71RC2	broad	Chromatin / transcription
Q71RC9	broad	Membrane / receptor / extracellular
Q71RG4	broad	Membrane / receptor / extracellular
Q71RG4	broad	Proteostasis / ubiquitin / chaperone
Q71RG6	broad	Poorly characterized / specialized
Q71RH2	broad	Other / unclassified
Q71RS6	broad	Other / unclassified
Q71SY5	broad	Chromatin / transcription
Q71U36	broad	Other / unclassified
Q71UI9	broad	Chromatin / transcription
Q71UM5	broad	RNA-binding / RNP
Q71UM5	broad	Translation / ribosome / biogenesis
Q75LS8	broad	Poorly characterized / specialized
Q75MW2	broad	Chromatin / transcription
Q75MW2	broad	Poorly characterized / specialized
Q75N03	broad	Chromatin / transcription
Q75N03	broad	Proteostasis / ubiquitin / chaperone
Q75N03	broad	Signaling / enzymes
Q75N90	broad	Membrane / receptor / extracellular
Q75NE6	broad	Poorly characterized / specialized
Q75QN2	broad	Poorly characterized / specialized
Q75T13	broad	Other / unclassified
Q75V66	broad	Membrane / receptor / extracellular
Q75VX8	broad	Other / unclassified
Q75WM6	broad	Chromatin / transcription
Q75WM6	broad	Poorly characterized / specialized
Q765I0	broad	Other / unclassified
Q765P7	broad	Cytoplasmic / trafficking / cytoskeleton
Q76B58	broad	RNA-binding / RNP
Q76EJ3	broad	Membrane / receptor / extracellular
Q76FK4	broad	RNA-binding / RNP
Q76FK4	broad	Translation / ribosome / biogenesis
Q76FK4	broad	Poorly characterized / specialized
Q76G19	broad	Other / unclassified
Q76I76	broad	Signaling / enzymes
Q76KD6	broad	Cell cycle / centrosome / spindle
Q76KP1	broad	Membrane / receptor / extracellular
Q76KP1	broad	Signaling / enzymes
Q76KX8	broad	Chromatin / transcription
Q76L83	broad	Chromatin / transcription
Q76L83	broad	Poorly characterized / specialized
Q76LX8	broad	Membrane / receptor / extracellular
Q76LX8	broad	Poorly characterized / specialized
Q76LX8	broad	Signaling / enzymes
Q76MJ5	broad	RNA-binding / RNP
Q76MJ5	broad	Signaling / enzymes
Q76N32	broad	Cell cycle / centrosome / spindle
Q76N89	broad	Proteostasis / ubiquitin / chaperone
Q76N89	broad	Signaling / enzymes
Q76NI1	broad	Poorly characterized / specialized
Q76NI1	broad	Signaling / enzymes
Q7KYR7	broad	Membrane / receptor / extracellular
Q7KZ85	broad	RNA-binding / RNP
Q7KZ85	broad	Chromatin / transcription
Q7KZ85	broad	Translation / ribosome / biogenesis
Q7KZ85	broad	Proteostasis / ubiquitin / chaperone
Q7KZF4	broad	Chromatin / transcription
Q7KZI7	broad	Cytoplasmic / trafficking / cytoskeleton
Q7KZI7	broad	Proteostasis / ubiquitin / chaperone
Q7KZI7	broad	Signaling / enzymes
Q7KZN9	broad	Mitochondrial / metabolism
Q7L014	broad	RNA-binding / RNP
Q7L014	broad	Signaling / enzymes
Q7L099	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L0J3	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L0J3	broad	Membrane / receptor / extracellular
Q7L0Q8	broad	Signaling / enzymes
Q7L0R7	broad	Other / unclassified
Q7L0X0	broad	Other / unclassified
Q7L0X2	broad	Other / unclassified
Q7L0Y3	broad	RNA-binding / RNP
Q7L0Y3	broad	Translation / ribosome / biogenesis
Q7L0Y3	broad	Mitochondrial / metabolism
Q7L0Y3	broad	Signaling / enzymes
Q7L190	broad	Other / unclassified
Q7L1I2	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L1I2	broad	Membrane / receptor / extracellular
Q7L1Q6	broad	Translation / ribosome / biogenesis
Q7L1S5	broad	Signaling / enzymes
Q7L1T6	broad	Other / unclassified
Q7L1W4	broad	Membrane / receptor / extracellular
Q7L211	broad	Poorly characterized / specialized
Q7L273	broad	Other / unclassified
Q7L2E3	broad	RNA-binding / RNP
Q7L2E3	broad	Signaling / enzymes
Q7L2H7	broad	Translation / ribosome / biogenesis
Q7L2J0	broad	Chromatin / transcription
Q7L2J0	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L2J0	broad	Signaling / enzymes
Q7L2K0	broad	Poorly characterized / specialized
Q7L2R6	broad	Chromatin / transcription
Q7L2Z9	broad	Cell cycle / centrosome / spindle
Q7L2Z9	broad	Poorly characterized / specialized
Q7L311	broad	Other / unclassified
Q7L3B6	broad	Proteostasis / ubiquitin / chaperone
Q7L3S4	broad	Chromatin / transcription
Q7L3T8	broad	Translation / ribosome / biogenesis
Q7L3T8	broad	Mitochondrial / metabolism
Q7L3T8	broad	Signaling / enzymes
Q7L3V2	broad	Poorly characterized / specialized
Q7L4E1	broad	Poorly characterized / specialized
Q7L4P6	broad	Poorly characterized / specialized
Q7L4S7	broad	Other / unclassified
Q7L513	broad	Membrane / receptor / extracellular
Q7L523	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L576	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L590	broad	DNA repair / genome maintenance
Q7L591	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L591	broad	Signaling / enzymes
Q7L592	broad	Mitochondrial / metabolism
Q7L592	broad	Signaling / enzymes
Q7L5A3	broad	Other / unclassified
Q7L5A8	broad	Other / unclassified
Q7L5D6	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L5D6	broad	Membrane / receptor / extracellular
Q7L5D6	broad	Poorly characterized / specialized
Q7L5L3	broad	Signaling / enzymes
Q7L5N1	broad	Translation / ribosome / biogenesis
Q7L5N1	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L5N1	broad	Signaling / enzymes
Q7L5N7	broad	Signaling / enzymes
Q7L5Y1	broad	Mitochondrial / metabolism
Q7L5Y6	broad	Other / unclassified
Q7L5Y9	broad	Proteostasis / ubiquitin / chaperone
Q7L5Y9	broad	Signaling / enzymes
Q7L622	broad	Proteostasis / ubiquitin / chaperone
Q7L622	broad	Signaling / enzymes
Q7L775	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L7L0	broad	Chromatin / transcription
Q7L7V1	broad	RNA-binding / RNP
Q7L7V1	broad	Poorly characterized / specialized
Q7L7X3	broad	Signaling / enzymes
Q7L804	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L8A9	broad	Other / unclassified
Q7L8C5	broad	Other / unclassified
Q7L8J4	broad	Other / unclassified
Q7L8L6	broad	Mitochondrial / metabolism
Q7L8L6	broad	Signaling / enzymes
Q7L8S5	broad	Other / unclassified
Q7L8W6	broad	Mitochondrial / metabolism
Q7L8W6	broad	Signaling / enzymes
Q7L945	broad	Chromatin / transcription
Q7L985	broad	RNA-binding / RNP
Q7L985	broad	Cytoplasmic / trafficking / cytoskeleton
Q7L985	broad	Membrane / receptor / extracellular
Q7L9B9	broad	Chromatin / transcription
Q7L9B9	broad	Signaling / enzymes
Q7L9L4	broad	Signaling / enzymes
Q7LBC6	broad	Chromatin / transcription
Q7LBC6	broad	Poorly characterized / specialized
Q7LBC6	broad	Signaling / enzymes
Q7LBE3	broad	Membrane / receptor / extracellular
Q7LBR1	broad	Chromatin / transcription
Q7LDG7	broad	Signaling / enzymes
Q7LFL8	broad	Chromatin / transcription
Q7LFL8	broad	Proteostasis / ubiquitin / chaperone
Q7LFL8	broad	Poorly characterized / specialized
Q7LFX5	broad	Signaling / enzymes
Q7LG56	broad	RNA-binding / RNP
Q7LGA3	broad	Signaling / enzymes
Q7LGC8	broad	Signaling / enzymes
Q7M4L6	broad	Other / unclassified
Q7RTM1	broad	Membrane / receptor / extracellular
Q7RTN6	broad	DNA repair / genome maintenance
Q7RTN6	broad	Signaling / enzymes
Q7RTP0	broad	DNA repair / genome maintenance
Q7RTP0	broad	Membrane / receptor / extracellular
Q7RTP6	broad	Cytoplasmic / trafficking / cytoskeleton
Q7RTR0	broad	Other / unclassified
Q7RTR2	broad	Other / unclassified
Q7RTR8	broad	Membrane / receptor / extracellular
Q7RTS1	broad	Chromatin / transcription
Q7RTS3	broad	Chromatin / transcription
Q7RTS5	broad	Membrane / receptor / extracellular
Q7RTS6	broad	Membrane / receptor / extracellular
Q7RTS7	broad	Cytoplasmic / trafficking / cytoskeleton
Q7RTS9	broad	Other / unclassified
Q7RTT3	broad	Chromatin / transcription
Q7RTT3	broad	Poorly characterized / specialized
Q7RTT4	broad	Poorly characterized / specialized
Q7RTT5	broad	Other / unclassified
Q7RTT6	broad	Poorly characterized / specialized
Q7RTT9	broad	Membrane / receptor / extracellular
Q7RTU0	broad	Chromatin / transcription
Q7RTU1	broad	Chromatin / transcription
Q7RTU3	broad	Chromatin / transcription
Q7RTU4	broad	Chromatin / transcription
Q7RTU5	broad	Chromatin / transcription
Q7RTU7	broad	Chromatin / transcription
Q7RTU9	broad	Other / unclassified
Q7RTV0	broad	Chromatin / transcription
Q7RTV2	broad	Signaling / enzymes
Q7RTV3	broad	Chromatin / transcription
Q7RTV5	broad	Poorly characterized / specialized
Q7RTV5	broad	Signaling / enzymes
Q7RTW8	broad	Other / unclassified
Q7RTX0	broad	Membrane / receptor / extracellular
Q7RTX1	broad	Membrane / receptor / extracellular
Q7RTX7	broad	Membrane / receptor / extracellular
Q7RTX9	broad	Membrane / receptor / extracellular
Q7RTY0	broad	Membrane / receptor / extracellular
Q7RTY1	broad	Membrane / receptor / extracellular
Q7RTY1	broad	Poorly characterized / specialized
Q7RTY3	broad	Poorly characterized / specialized
Q7RTY3	broad	Signaling / enzymes
Q7RTY5	broad	Signaling / enzymes
Q7RTY7	broad	Other / unclassified
Q7RTY8	broad	DNA repair / genome maintenance
Q7RTY8	broad	Membrane / receptor / extracellular
Q7RTY8	broad	Signaling / enzymes
Q7RTY9	broad	Signaling / enzymes
Q7RTZ1	broad	Other / unclassified
Q7RTZ2	broad	Proteostasis / ubiquitin / chaperone
Q7RTZ2	broad	Signaling / enzymes
Q7Z2D5	broad	Signaling / enzymes
Q7Z2E3	broad	Chromatin / transcription
Q7Z2E3	broad	DNA repair / genome maintenance
Q7Z2F6	broad	Chromatin / transcription
Q7Z2G1	broad	Chromatin / transcription
Q7Z2G1	broad	Poorly characterized / specialized
Q7Z2H8	broad	Membrane / receptor / extracellular
Q7Z2K6	broad	Signaling / enzymes
Q7Z2K8	broad	Other / unclassified
Q7Z2Q7	broad	Other / unclassified
Q7Z2R9	broad	Poorly characterized / specialized
Q7Z2T5	broad	Translation / ribosome / biogenesis
Q7Z2T5	broad	Poorly characterized / specialized
Q7Z2T5	broad	Signaling / enzymes
Q7Z2V1	broad	Poorly characterized / specialized
Q7Z2W4	broad	RNA-binding / RNP
Q7Z2W4	broad	Chromatin / transcription
Q7Z2W4	broad	Signaling / enzymes
Q7Z2W7	broad	Membrane / receptor / extracellular
Q7Z2W9	broad	Translation / ribosome / biogenesis
Q7Z2W9	broad	Mitochondrial / metabolism
Q7Z2X4	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z2X7	broad	Other / unclassified
Q7Z2Y5	broad	Signaling / enzymes
Q7Z2Y8	broad	Membrane / receptor / extracellular
Q7Z2Y8	broad	Poorly characterized / specialized
Q7Z2Y8	broad	Signaling / enzymes
Q7Z2Z1	broad	DNA repair / genome maintenance
Q7Z2Z1	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z2Z1	broad	Cell cycle / centrosome / spindle
Q7Z2Z1	broad	Poorly characterized / specialized
Q7Z2Z2	broad	Chromatin / transcription
Q7Z2Z2	broad	Translation / ribosome / biogenesis
Q7Z2Z2	broad	Signaling / enzymes
Q7Z304	broad	Other / unclassified
Q7Z309	broad	Other / unclassified
Q7Z333	broad	RNA-binding / RNP
Q7Z333	broad	Signaling / enzymes
Q7Z340	broad	Chromatin / transcription
Q7Z353	broad	Chromatin / transcription
Q7Z388	broad	Signaling / enzymes
Q7Z392	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z392	broad	Poorly characterized / specialized
Q7Z398	broad	Chromatin / transcription
Q7Z3B0	broad	Membrane / receptor / extracellular
Q7Z3B1	broad	Other / unclassified
Q7Z3B3	broad	Cell cycle / centrosome / spindle
Q7Z3B4	broad	Nuclear scaffold / pore / lamina
Q7Z3B4	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3C6	broad	Proteostasis / ubiquitin / chaperone
Q7Z3D4	broad	Poorly characterized / specialized
Q7Z3D6	broad	Mitochondrial / metabolism
Q7Z3D6	broad	Poorly characterized / specialized
Q7Z3E1	broad	Chromatin / transcription
Q7Z3E1	broad	Signaling / enzymes
Q7Z3E2	broad	Poorly characterized / specialized
Q7Z3E5	broad	Other / unclassified
Q7Z3F1	broad	Membrane / receptor / extracellular
Q7Z3F1	broad	Proteostasis / ubiquitin / chaperone
Q7Z3G6	broad	Other / unclassified
Q7Z3H0	broad	Membrane / receptor / extracellular
Q7Z3H4	broad	Other / unclassified
Q7Z3I7	broad	Chromatin / transcription
Q7Z3J2	broad	Poorly characterized / specialized
Q7Z3J3	broad	DNA repair / genome maintenance
Q7Z3J3	broad	Nuclear scaffold / pore / lamina
Q7Z3J3	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3K3	broad	Chromatin / transcription
Q7Z3K6	broad	Other / unclassified
Q7Z3Q1	broad	Proteostasis / ubiquitin / chaperone
Q7Z3S7	broad	Membrane / receptor / extracellular
Q7Z3S9	broad	Other / unclassified
Q7Z3T1	broad	Membrane / receptor / extracellular
Q7Z3T8	broad	Chromatin / transcription
Q7Z3T8	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3T8	broad	Membrane / receptor / extracellular
Q7Z3U7	broad	Other / unclassified
Q7Z3V4	broad	Proteostasis / ubiquitin / chaperone
Q7Z3V4	broad	Signaling / enzymes
Q7Z3V5	broad	Chromatin / transcription
Q7Z3Y7	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3Y8	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3Y9	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3Z0	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z3Z2	broad	Other / unclassified
Q7Z3Z3	broad	Other / unclassified
Q7Z3Z4	broad	Other / unclassified
Q7Z401	broad	DNA repair / genome maintenance
Q7Z402	broad	Membrane / receptor / extracellular
Q7Z403	broad	Membrane / receptor / extracellular
Q7Z404	broad	Membrane / receptor / extracellular
Q7Z406	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z406	broad	Poorly characterized / specialized
