canonical_UniProtAC	family	label
Q7Z406	broad	Signaling / enzymes
Q7Z407	broad	Other / unclassified
Q7Z408	broad	Other / unclassified
Q7Z410	broad	Membrane / receptor / extracellular
Q7Z410	broad	Signaling / enzymes
Q7Z412	broad	Other / unclassified
Q7Z417	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z418	broad	Membrane / receptor / extracellular
Q7Z419	broad	Proteostasis / ubiquitin / chaperone
Q7Z422	broad	Poorly characterized / specialized
Q7Z429	broad	Membrane / receptor / extracellular
Q7Z429	broad	Poorly characterized / specialized
Q7Z434	broad	Membrane / receptor / extracellular
Q7Z434	broad	Mitochondrial / metabolism
Q7Z434	broad	Poorly characterized / specialized
Q7Z442	broad	Membrane / receptor / extracellular
Q7Z443	broad	Other / unclassified
Q7Z444	broad	Signaling / enzymes
Q7Z449	broad	Other / unclassified
Q7Z460	broad	RNA-binding / RNP
Q7Z460	broad	Translation / ribosome / biogenesis
Q7Z460	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z461	broad	Poorly characterized / specialized
Q7Z465	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z478	broad	RNA-binding / RNP
Q7Z478	broad	Signaling / enzymes
Q7Z494	broad	RNA-binding / RNP
Q7Z494	broad	DNA repair / genome maintenance
Q7Z494	broad	Nuclear scaffold / pore / lamina
Q7Z494	broad	Signaling / enzymes
Q7Z4B0	broad	Poorly characterized / specialized
Q7Z4F1	broad	Membrane / receptor / extracellular
Q7Z4G1	broad	Other / unclassified
Q7Z4G4	broad	Translation / ribosome / biogenesis
Q7Z4G4	broad	Poorly characterized / specialized
Q7Z4G4	broad	Signaling / enzymes
Q7Z4H3	broad	Poorly characterized / specialized
Q7Z4H4	broad	Other / unclassified
Q7Z4H7	broad	Other / unclassified
Q7Z4H8	broad	Signaling / enzymes
Q7Z4H9	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z4I7	broad	Other / unclassified
Q7Z4J2	broad	Poorly characterized / specialized
Q7Z4J2	broad	Signaling / enzymes
Q7Z4K8	broad	Other / unclassified
Q7Z4L0	broad	Mitochondrial / metabolism
Q7Z4L5	broad	DNA repair / genome maintenance
Q7Z4L5	broad	Nuclear scaffold / pore / lamina
Q7Z4L9	broad	Signaling / enzymes
Q7Z4M0	broad	Poorly characterized / specialized
Q7Z4N2	broad	Membrane / receptor / extracellular
Q7Z4N8	broad	Membrane / receptor / extracellular
Q7Z4P5	broad	Other / unclassified
Q7Z4Q2	broad	DNA repair / genome maintenance
Q7Z4R8	broad	Poorly characterized / specialized
Q7Z4S6	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z4S9	broad	Other / unclassified
Q7Z4T8	broad	Signaling / enzymes
Q7Z4T9	broad	Other / unclassified
Q7Z4V0	broad	Chromatin / transcription
Q7Z4V5	broad	Other / unclassified
Q7Z4W1	broad	Mitochondrial / metabolism
Q7Z4W2	broad	Other / unclassified
Q7Z4Y8	broad	Membrane / receptor / extracellular
Q7Z4Y8	broad	Mitochondrial / metabolism
Q7Z4Y8	broad	Signaling / enzymes
Q7Z553	broad	Other / unclassified
Q7Z569	broad	DNA repair / genome maintenance
Q7Z569	broad	Proteostasis / ubiquitin / chaperone
Q7Z569	broad	Signaling / enzymes
Q7Z570	broad	Chromatin / transcription
Q7Z570	broad	Poorly characterized / specialized
Q7Z572	broad	Other / unclassified
Q7Z589	broad	Chromatin / transcription
Q7Z589	broad	DNA repair / genome maintenance
Q7Z589	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z589	broad	Poorly characterized / specialized
Q7Z591	broad	Chromatin / transcription
Q7Z591	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z5A4	broad	Poorly characterized / specialized
Q7Z5A4	broad	Signaling / enzymes
Q7Z5A7	broad	Other / unclassified
Q7Z5A8	broad	Other / unclassified
Q7Z5A9	broad	Other / unclassified
Q7Z5B4	broad	Other / unclassified
Q7Z5D8	broad	Chromatin / transcription
Q7Z5G4	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z5G4	broad	Proteostasis / ubiquitin / chaperone
Q7Z5H3	broad	Signaling / enzymes
Q7Z5H4	broad	Membrane / receptor / extracellular
Q7Z5H5	broad	Membrane / receptor / extracellular
Q7Z5J1	broad	Mitochondrial / metabolism
Q7Z5J4	broad	Chromatin / transcription
Q7Z5J8	broad	Other / unclassified
Q7Z5K2	broad	DNA repair / genome maintenance
Q7Z5L0	broad	Membrane / receptor / extracellular
Q7Z5L2	broad	Mitochondrial / metabolism
Q7Z5L2	broad	Poorly characterized / specialized
Q7Z5L3	broad	Other / unclassified
Q7Z5L4	broad	Mitochondrial / metabolism
Q7Z5L7	broad	Other / unclassified
Q7Z5L9	broad	Membrane / receptor / extracellular
Q7Z5M5	broad	Membrane / receptor / extracellular
Q7Z5M8	broad	Poorly characterized / specialized
Q7Z5P4	broad	Mitochondrial / metabolism
Q7Z5P9	broad	Other / unclassified
Q7Z5Q1	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z5Q5	broad	Chromatin / transcription
Q7Z5R6	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z5S9	broad	Membrane / receptor / extracellular
Q7Z5U6	broad	Other / unclassified
Q7Z5V6	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z5V6	broad	Signaling / enzymes
Q7Z5W3	broad	Signaling / enzymes
Q7Z5Y6	broad	Other / unclassified
Q7Z5Y7	broad	Membrane / receptor / extracellular
Q7Z601	broad	Membrane / receptor / extracellular
Q7Z602	broad	Membrane / receptor / extracellular
Q7Z614	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z624	broad	Poorly characterized / specialized
Q7Z624	broad	Signaling / enzymes
Q7Z692	broad	Membrane / receptor / extracellular
Q7Z695	broad	Poorly characterized / specialized
Q7Z695	broad	Signaling / enzymes
Q7Z698	broad	Other / unclassified
Q7Z699	broad	Proteostasis / ubiquitin / chaperone
Q7Z6A9	broad	Other / unclassified
Q7Z6B7	broad	Signaling / enzymes
Q7Z6E9	broad	RNA-binding / RNP
Q7Z6E9	broad	Chromatin / transcription
Q7Z6E9	broad	Proteostasis / ubiquitin / chaperone
Q7Z6E9	broad	Signaling / enzymes
Q7Z6G3	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z6G8	broad	Other / unclassified
Q7Z6I5	broad	Other / unclassified
Q7Z6I6	broad	Signaling / enzymes
Q7Z6I8	broad	Poorly characterized / specialized
Q7Z6J0	broad	Proteostasis / ubiquitin / chaperone
Q7Z6J0	broad	Signaling / enzymes
Q7Z6J2	broad	RNA-binding / RNP
Q7Z6J2	broad	Membrane / receptor / extracellular
Q7Z6J4	broad	Other / unclassified
Q7Z6J6	broad	Proteostasis / ubiquitin / chaperone
Q7Z6J8	broad	Proteostasis / ubiquitin / chaperone
Q7Z6J8	broad	Poorly characterized / specialized
Q7Z6J8	broad	Signaling / enzymes
Q7Z6J9	broad	Translation / ribosome / biogenesis
Q7Z6K3	broad	Signaling / enzymes
Q7Z6K4	broad	RNA-binding / RNP
Q7Z6K5	broad	Other / unclassified
Q7Z6L0	broad	Membrane / receptor / extracellular
Q7Z6L1	broad	Other / unclassified
Q7Z6M1	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z6M2	broad	Other / unclassified
Q7Z6M3	broad	Membrane / receptor / extracellular
Q7Z6M3	broad	Poorly characterized / specialized
Q7Z6M4	broad	Chromatin / transcription
Q7Z6M4	broad	Mitochondrial / metabolism
Q7Z6M4	broad	Proteostasis / ubiquitin / chaperone
Q7Z6P3	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z6R9	broad	Chromatin / transcription
Q7Z6V5	broad	Translation / ribosome / biogenesis
Q7Z6V5	broad	Signaling / enzymes
Q7Z6W1	broad	Membrane / receptor / extracellular
Q7Z6W7	broad	Other / unclassified
Q7Z6Z6	broad	Other / unclassified
Q7Z6Z7	broad	RNA-binding / RNP
Q7Z6Z7	broad	Proteostasis / ubiquitin / chaperone
Q7Z6Z7	broad	Signaling / enzymes
Q7Z713	broad	Membrane / receptor / extracellular
Q7Z736	broad	Other / unclassified
Q7Z739	broad	RNA-binding / RNP
Q7Z745	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z769	broad	Other / unclassified
Q7Z794	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z7A1	broad	RNA-binding / RNP
Q7Z7A1	broad	Cell cycle / centrosome / spindle
Q7Z7A3	broad	Translation / ribosome / biogenesis
Q7Z7A3	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z7A3	broad	Signaling / enzymes
Q7Z7A4	broad	Signaling / enzymes
Q7Z7B0	broad	Nuclear scaffold / pore / lamina
Q7Z7B0	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z7B1	broad	Signaling / enzymes
Q7Z7B7	broad	Membrane / receptor / extracellular
Q7Z7B8	broad	Membrane / receptor / extracellular
Q7Z7C7	broad	Other / unclassified
Q7Z7C8	broad	Chromatin / transcription
Q7Z7C8	broad	Translation / ribosome / biogenesis
Q7Z7D3	broad	Other / unclassified
Q7Z7E8	broad	Proteostasis / ubiquitin / chaperone
Q7Z7E8	broad	Signaling / enzymes
Q7Z7F0	broad	RNA-binding / RNP
Q7Z7F0	broad	Translation / ribosome / biogenesis
Q7Z7F7	broad	RNA-binding / RNP
Q7Z7F7	broad	Translation / ribosome / biogenesis
Q7Z7F7	broad	Mitochondrial / metabolism
Q7Z7G0	broad	Other / unclassified
Q7Z7G1	broad	Membrane / receptor / extracellular
Q7Z7G2	broad	Other / unclassified
Q7Z7G8	broad	Membrane / receptor / extracellular
Q7Z7H3	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z7H5	broad	Membrane / receptor / extracellular
Q7Z7H5	broad	Poorly characterized / specialized
Q7Z7H8	broad	Translation / ribosome / biogenesis
Q7Z7H8	broad	Mitochondrial / metabolism
Q7Z7J5	broad	Other / unclassified
Q7Z7J7	broad	Membrane / receptor / extracellular
Q7Z7J9	broad	Signaling / enzymes
Q7Z7K0	broad	Mitochondrial / metabolism
Q7Z7K0	broad	Poorly characterized / specialized
Q7Z7K2	broad	Chromatin / transcription
Q7Z7K6	broad	Cell cycle / centrosome / spindle
Q7Z7L1	broad	Other / unclassified
Q7Z7L7	broad	Poorly characterized / specialized
Q7Z7L8	broad	Poorly characterized / specialized
Q7Z7L9	broad	Chromatin / transcription
Q7Z7M0	broad	Nuclear scaffold / pore / lamina
Q7Z7M0	broad	Cytoplasmic / trafficking / cytoskeleton
Q7Z7M0	broad	Poorly characterized / specialized
Q7Z7M1	broad	Membrane / receptor / extracellular
Q7Z7M8	broad	Signaling / enzymes
Q7Z7M9	broad	Signaling / enzymes
Q7Z7N9	broad	Membrane / receptor / extracellular
Q86SE5	broad	RNA-binding / RNP
Q86SE8	broad	Other / unclassified
Q86SE9	broad	Other / unclassified
Q86SF2	broad	Signaling / enzymes
Q86SG2	broad	Other / unclassified
Q86SG3	broad	Other / unclassified
Q86SG4	broad	Chromatin / transcription
Q86SG4	broad	Poorly characterized / specialized
Q86SG5	broad	Other / unclassified
Q86SG6	broad	Signaling / enzymes
Q86SG7	broad	Other / unclassified
Q86SH2	broad	Other / unclassified
Q86SH4	broad	Poorly characterized / specialized
Q86SI9	broad	Poorly characterized / specialized
Q86SJ2	broad	Other / unclassified
Q86SJ6	broad	Membrane / receptor / extracellular
Q86SK9	broad	Other / unclassified
Q86SM5	broad	Membrane / receptor / extracellular
Q86SM8	broad	Membrane / receptor / extracellular
Q86SP6	broad	Membrane / receptor / extracellular
Q86SQ0	broad	Other / unclassified
Q86SQ3	broad	Membrane / receptor / extracellular
Q86SQ3	broad	Poorly characterized / specialized
Q86SQ4	broad	Membrane / receptor / extracellular
Q86SQ4	broad	Poorly characterized / specialized
Q86SQ6	broad	Membrane / receptor / extracellular
Q86SQ7	broad	Cell cycle / centrosome / spindle
Q86SQ7	broad	Proteostasis / ubiquitin / chaperone
Q86SQ9	broad	Signaling / enzymes
Q86SR1	broad	Signaling / enzymes
Q86SS6	broad	Other / unclassified
Q86SU0	broad	Membrane / receptor / extracellular
Q86SX3	broad	Poorly characterized / specialized
Q86SX6	broad	Mitochondrial / metabolism
Q86SX6	broad	Poorly characterized / specialized
Q86SY8	broad	Poorly characterized / specialized
Q86SZ2	broad	Cytoplasmic / trafficking / cytoskeleton
Q86T03	broad	Membrane / receptor / extracellular
Q86T03	broad	Signaling / enzymes
Q86T13	broad	Membrane / receptor / extracellular
Q86T13	broad	Poorly characterized / specialized
Q86T20	broad	Membrane / receptor / extracellular
Q86T23	broad	Poorly characterized / specialized
Q86T24	broad	Chromatin / transcription
Q86T26	broad	Membrane / receptor / extracellular
Q86T26	broad	Signaling / enzymes
Q86T29	broad	Chromatin / transcription
Q86T65	broad	Other / unclassified
Q86T75	broad	Other / unclassified
Q86T82	broad	Proteostasis / ubiquitin / chaperone
Q86T82	broad	Signaling / enzymes
Q86T90	broad	Other / unclassified
Q86T96	broad	Proteostasis / ubiquitin / chaperone
Q86T96	broad	Signaling / enzymes
Q86TA1	broad	Signaling / enzymes
Q86TA4	broad	Poorly characterized / specialized
Q86TB3	broad	Signaling / enzymes
Q86TB9	broad	RNA-binding / RNP
Q86TC9	broad	Cytoplasmic / trafficking / cytoskeleton
Q86TC9	broad	Membrane / receptor / extracellular
Q86TD4	broad	Other / unclassified
Q86TE4	broad	Other / unclassified
Q86TG1	broad	Membrane / receptor / extracellular
Q86TG7	broad	RNA-binding / RNP
Q86TG7	broad	Chromatin / transcription
Q86TG7	broad	Signaling / enzymes
Q86TH1	broad	Other / unclassified
Q86TI2	broad	Other / unclassified
Q86TI4	broad	Other / unclassified
Q86TJ2	broad	Chromatin / transcription
Q86TJ5	broad	Chromatin / transcription
Q86TL0	broad	Mitochondrial / metabolism
Q86TL0	broad	Proteostasis / ubiquitin / chaperone
Q86TL0	broad	Signaling / enzymes
Q86TL2	broad	Membrane / receptor / extracellular
Q86TM3	broad	RNA-binding / RNP
Q86TM3	broad	Poorly characterized / specialized
Q86TM6	broad	Proteostasis / ubiquitin / chaperone
Q86TM6	broad	Signaling / enzymes
Q86TN4	broad	Translation / ribosome / biogenesis
Q86TN4	broad	Signaling / enzymes
Q86TP1	broad	Signaling / enzymes
Q86TS9	broad	Translation / ribosome / biogenesis
Q86TS9	broad	Mitochondrial / metabolism
Q86TU6	broad	Poorly characterized / specialized
Q86TU7	broad	Chromatin / transcription
Q86TU7	broad	Cytoplasmic / trafficking / cytoskeleton
Q86TU7	broad	Poorly characterized / specialized
Q86TU7	broad	Signaling / enzymes
Q86TV6	broad	DNA repair / genome maintenance
Q86TV6	broad	Nuclear scaffold / pore / lamina
Q86TW2	broad	Signaling / enzymes
Q86TX2	broad	Chromatin / transcription
Q86TX2	broad	Signaling / enzymes
Q86TY3	broad	Poorly characterized / specialized
Q86TZ1	broad	DNA repair / genome maintenance
Q86TZ1	broad	Nuclear scaffold / pore / lamina
Q86TZ1	broad	Poorly characterized / specialized
Q86U02	broad	Poorly characterized / specialized
Q86U06	broad	RNA-binding / RNP
Q86U10	broad	Other / unclassified
Q86U17	broad	Other / unclassified
Q86U28	broad	Mitochondrial / metabolism
Q86U37	broad	Poorly characterized / specialized
Q86U38	broad	RNA-binding / RNP
Q86U38	broad	Translation / ribosome / biogenesis
Q86U38	broad	Poorly characterized / specialized
Q86U42	broad	RNA-binding / RNP
Q86U44	broad	Chromatin / transcription
Q86U44	broad	Signaling / enzymes
Q86U70	broad	Other / unclassified
Q86U86	broad	Chromatin / transcription
Q86U90	broad	Cytoplasmic / trafficking / cytoskeleton
Q86U90	broad	Membrane / receptor / extracellular
Q86UA1	broad	RNA-binding / RNP
Q86UA6	broad	Cytoplasmic / trafficking / cytoskeleton
Q86UB2	broad	Membrane / receptor / extracellular
Q86UB9	broad	Membrane / receptor / extracellular
Q86UC2	broad	DNA repair / genome maintenance
Q86UC2	broad	Signaling / enzymes
Q86UD0	broad	Poorly characterized / specialized
Q86UD1	broad	Other / unclassified
Q86UD3	broad	Membrane / receptor / extracellular
Q86UD3	broad	Proteostasis / ubiquitin / chaperone
Q86UD3	broad	Signaling / enzymes
Q86UD4	broad	Chromatin / transcription
Q86UD5	broad	Other / unclassified
Q86UE3	broad	Chromatin / transcription
Q86UE4	broad	Membrane / receptor / extracellular
Q86UE6	broad	Membrane / receptor / extracellular
Q86UE8	broad	Signaling / enzymes
Q86UF1	broad	Membrane / receptor / extracellular
Q86UF2	broad	Other / unclassified
Q86UG4	broad	Membrane / receptor / extracellular
Q86UG4	broad	Poorly characterized / specialized
Q86UK0	broad	Membrane / receptor / extracellular
Q86UK5	broad	Other / unclassified
Q86UK7	broad	Chromatin / transcription
Q86UK7	broad	Proteostasis / ubiquitin / chaperone
Q86UL3	broad	Signaling / enzymes
Q86UL8	broad	DNA repair / genome maintenance
Q86UL8	broad	Cytoplasmic / trafficking / cytoskeleton
Q86UL8	broad	Membrane / receptor / extracellular
Q86UL8	broad	Signaling / enzymes
Q86UN2	broad	Membrane / receptor / extracellular
Q86UN3	broad	Membrane / receptor / extracellular
Q86UN6	broad	Cytoplasmic / trafficking / cytoskeleton
Q86UN6	broad	Signaling / enzymes
Q86UP0	broad	Membrane / receptor / extracellular
Q86UP2	broad	Cytoplasmic / trafficking / cytoskeleton
Q86UP2	broad	Membrane / receptor / extracellular
Q86UP3	broad	Chromatin / transcription
Q86UP6	broad	Membrane / receptor / extracellular
Q86UP8	broad	Chromatin / transcription
Q86UQ0	broad	Chromatin / transcription
Q86UQ4	broad	Membrane / receptor / extracellular
Q86UQ4	broad	Signaling / enzymes
Q86UQ5	broad	Other / unclassified
Q86UQ8	broad	Chromatin / transcription
Q86UR1	broad	Mitochondrial / metabolism
Q86UR5	broad	Cytoplasmic / trafficking / cytoskeleton
Q86UR5	broad	Membrane / receptor / extracellular
Q86US8	broad	RNA-binding / RNP
Q86US8	broad	DNA repair / genome maintenance
Q86US8	broad	Poorly characterized / specialized
Q86UT5	broad	DNA repair / genome maintenance
Q86UT5	broad	Membrane / receptor / extracellular
Q86UT6	broad	Other / unclassified
Q86UT8	broad	Cell cycle / centrosome / spindle
Q86UU0	broad	Chromatin / transcription
Q86UU1	broad	Chromatin / transcription
Q86UU1	broad	DNA repair / genome maintenance
Q86UU5	broad	Other / unclassified
Q86UU9	broad	Other / unclassified
Q86UV5	broad	Proteostasis / ubiquitin / chaperone
Q86UV5	broad	Signaling / enzymes
Q86UV6	broad	Other / unclassified
Q86UV7	broad	Other / unclassified
Q86UW1	broad	Membrane / receptor / extracellular
Q86UW2	broad	Membrane / receptor / extracellular
Q86UW6	broad	Other / unclassified
Q86UW7	broad	Other / unclassified
Q86UW8	broad	Other / unclassified
Q86UW9	broad	Chromatin / transcription
Q86UW9	broad	Proteostasis / ubiquitin / chaperone
Q86UW9	broad	Signaling / enzymes
Q86UX2	broad	Other / unclassified
Q86UX6	broad	Signaling / enzymes
Q86UX7	broad	Other / unclassified
Q86UY5	broad	RNA-binding / RNP
Q86UY6	broad	Signaling / enzymes
Q86UZ6	broad	Chromatin / transcription
Q86V15	broad	Chromatin / transcription
Q86V15	broad	Poorly characterized / specialized
Q86V20	broad	Cytoplasmic / trafficking / cytoskeleton
Q86V21	broad	Mitochondrial / metabolism
Q86V21	broad	Signaling / enzymes
Q86V24	broad	Membrane / receptor / extracellular
Q86V25	broad	Other / unclassified
Q86V35	broad	Other / unclassified
Q86V40	broad	Signaling / enzymes
Q86V42	broad	Other / unclassified
Q86V48	broad	Nuclear scaffold / pore / lamina
Q86V48	broad	Cytoplasmic / trafficking / cytoskeleton
Q86V59	broad	Other / unclassified
Q86V71	broad	Chromatin / transcription
Q86V81	broad	RNA-binding / RNP
Q86V81	broad	Chromatin / transcription
Q86V85	broad	Membrane / receptor / extracellular
Q86V86	broad	Signaling / enzymes
Q86V87	broad	Cytoplasmic / trafficking / cytoskeleton
Q86V88	broad	Signaling / enzymes
Q86V97	broad	Other / unclassified
Q86VB7	broad	Membrane / receptor / extracellular
Q86VD1	broad	Chromatin / transcription
Q86VD1	broad	Poorly characterized / specialized
Q86VD7	broad	Membrane / receptor / extracellular
Q86VD7	broad	Mitochondrial / metabolism
Q86VD7	broad	Signaling / enzymes
Q86VD9	broad	Signaling / enzymes
Q86VE0	broad	Chromatin / transcription
Q86VE3	broad	Signaling / enzymes
Q86VE9	broad	Poorly characterized / specialized
Q86VF2	broad	Translation / ribosome / biogenesis
Q86VF2	broad	Cytoplasmic / trafficking / cytoskeleton
Q86VF2	broad	Membrane / receptor / extracellular
Q86VF5	broad	Signaling / enzymes
Q86VF7	broad	Other / unclassified
Q86VG3	broad	Poorly characterized / specialized
Q86VH2	broad	Cytoplasmic / trafficking / cytoskeleton
Q86VH2	broad	Signaling / enzymes
Q86VH4	broad	Membrane / receptor / extracellular
Q86VH5	broad	Membrane / receptor / extracellular
Q86VI1	broad	Cytoplasmic / trafficking / cytoskeleton
Q86VI3	broad	Signaling / enzymes
Q86VI4	broad	Membrane / receptor / extracellular
Q86VI4	broad	Proteostasis / ubiquitin / chaperone
Q86VK4	broad	Chromatin / transcription
Q86VL8	broad	Chromatin / transcription
Q86VM9	broad	RNA-binding / RNP
Q86VM9	broad	Signaling / enzymes
Q86VP1	broad	Other / unclassified
Q86VP3	broad	Other / unclassified
Q86VP6	broad	RNA-binding / RNP
Q86VP6	broad	Cytoplasmic / trafficking / cytoskeleton
Q86VQ0	broad	Poorly characterized / specialized
Q86VQ1	broad	Other / unclassified
Q86VQ3	broad	Other / unclassified
Q86VR2	broad	Other / unclassified
Q86VR7	broad	Membrane / receptor / extracellular
Q86VR8	broad	Other / unclassified
Q86VS3	broad	Other / unclassified
Q86VU5	broad	Signaling / enzymes
Q86VV4	broad	Other / unclassified
Q86VV8	broad	Other / unclassified
Q86VW0	broad	Cytoplasmic / trafficking / cytoskeleton
